DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,FCLT_PLC_SCLSF_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM,golden_time_under_50min,arrival_time_diff,is_night,month_rcpt,dispatch_time_diff
255,982,1,95,4,1,-1.0,0,0,1,-5.0,2.0,7,40.0,1,260.0,1,2,5.0
355,4336,10,48,9,2,-1.0,0,0,1,8.0,2.0,3,11.0,1,404.0,0,2,49.0
773,2308,3,207,23,16,5.0,2,2,1,14.2,10.5,8,38.0,1,854.0,0,2,81.0
802,65130,3,139,16,16,-1.0,2,2,3,22.1,6.5,8,19.0,1,919.0,0,2,117.0
503,6517,12,22,25,7,-1.0,2,2,1,8.3,2.0,5,22.0,1,583.0,0,2,80.0
666,64220,16,132,22,18,-1.0,2,2,1,22.9,6.5,8,18.0,1,820.0,0,2,154.0
905,20280,12,124,11,11,2.0,2,2,1,4.6,2.0,7,0.0,1,907.0,0,2,2.0
574,0,1,96,5,5,-1.0,2,2,1,8.8,2.0,8,46.0,1,643.0,0,2,69.0
393,838,7,85,5,4,-1.0,2,2,3,9.4,6.5,8,44.0,1,474.0,0,1,81.0
1076,8239,3,12,45,21,4.0,2,2,2,6.0,2.0,3,43.0,1,1137.0,0,1,61.0
562,1354,5,57,8,7,2.0,2,2,1,-1.9,2.0,5,45.0,1,670.0,0,1,108.0
804,3529,3,134,59,5,-1.0,2,2,3,-3.7,6.5,1,44.0,1,863.0,0,1,59.0
399,3711,2,209,25,14,6.0,2,2,1,9.1,2.0,3,26.0,1,399.0,0,2,0.0
772,1899,1,121,14,3,-1.0,2,2,1,-6.1,2.0,5,71.0,1,809.0,0,2,37.0
565,4746,12,129,12,12,12.0,2,2,1,4.4,2.0,5,41.0,1,749.0,0,2,184.0
403,6253,3,112,5,5,-1.0,2,2,3,2.4,6.5,8,22.0,1,453.0,0,2,50.0
1277,2908,2,210,8,8,-1.0,2,2,3,3.1,-1.0,6,33.0,1,1327.0,0,2,50.0
644,1808,1,29,14,3,-1.0,1,1,3,1.0,2.0,8,33.0,1,709.0,0,2,65.0
584,1296,11,8,8,12,10.0,2,2,1,-0.4,2.0,7,40.0,1,618.0,0,2,34.0
405,797,7,85,3,5,-1.0,2,2,1,0.5,-1.0,7,29.0,1,475.0,0,1,70.0
584,3188,3,198,10,7,-1.0,2,2,4,5.9,2.0,8,25.0,1,635.0,0,2,51.0
707,4251,3,151,36,9,-1.0,2,2,1,4.1,15.0,7,0.0,1,741.0,0,2,34.0
1174,2334,3,157,15,15,-1.0,2,2,1,6.2,2.0,8,21.0,1,1240.0,0,2,66.0
677,10857,2,213,20,7,-1.0,2,2,1,-4.2,2.0,8,38.0,1,726.0,1,1,49.0
459,315,1,202,13,4,-1.0,2,2,1,9.1,2.0,7,45.0,1,541.0,0,2,82.0
839,3574,1,123,20,11,6.0,2,2,1,14.3,6.5,7,20.0,1,908.0,0,2,69.0
579,338,1,50,5,5,-1.0,2,2,1,10.2,2.0,8,40.0,1,634.0,0,2,55.0
344,4505,2,213,25,5,-1.0,2,2,4,16.3,2.0,2,23.0,1,379.0,0,2,35.0
1051,6896,1,125,26,10,13.0,2,2,2,10.2,2.0,5,40.0,1,1139.0,0,2,88.0
685,1119,1,205,29,5,6.0,1,1,1,4.1,2.0,6,66.0,1,721.0,0,2,36.0
288,68905,12,28,3,3,-1.0,2,2,1,10.0,2.0,1,26.0,1,288.0,0,2,0.0
598,1431,3,12,21,5,-1.0,2,2,4,5.2,6.5,8,32.0,1,686.0,0,2,88.0
993,4189,3,12,9,9,-1.0,2,2,1,12.1,2.0,7,31.0,1,1071.0,0,2,78.0
412,3364,2,178,25,10,4.0,2,2,1,19.1,2.0,4,0.0,1,483.0,0,2,71.0
478,4002,3,130,1,1,-1.0,2,2,3,7.2,2.0,8,21.0,1,523.0,0,2,45.0
1076,4715,0,217,23,23,19.0,2,2,2,6.4,2.0,2,70.0,1,1123.0,0,2,47.0
951,3557,3,157,15,6,-1.0,2,2,1,14.3,2.0,8,29.0,1,988.0,0,2,37.0
295,1894,3,134,57,2,-1.0,2,2,1,2.7,2.0,2,52.0,1,411.0,0,2,116.0
600,4945,13,163,35,6,-1.0,2,2,1,14.1,2.0,7,26.0,1,651.0,0,2,51.0
998,15985,0,87,20,11,-1.0,2,2,4,6.4,2.0,7,27.0,1,1033.0,0,2,35.0
240,2383,5,48,5,2,2.0,2,2,3,12.7,6.5,8,30.0,1,289.0,0,2,49.0
719,6876,2,119,18,7,-1.0,2,2,1,-2.6,2.0,5,0.0,1,764.0,1,2,45.0
716,1765,2,86,12,11,-1.0,0,0,1,4.0,2.0,4,32.0,1,760.0,0,2,44.0
514,16924,0,168,15,15,4.0,1,1,1,4.7,6.5,3,47.0,1,582.0,0,2,68.0
359,630,5,48,4,2,1.0,2,2,3,12.9,2.0,7,36.0,1,359.0,0,2,0.0
235,11309,12,108,0,0,-1.0,2,2,3,18.9,2.0,3,16.0,1,295.0,0,2,60.0
942,3417,12,21,13,13,4.0,2,2,1,18.7,2.0,1,22.0,1,942.0,0,2,0.0
660,3120,13,51,29,6,-1.0,2,2,1,16.2,2.0,3,24.0,1,1106.0,0,2,446.0
236,1477,9,0,10,0,4.0,2,2,4,13.7,2.0,2,27.0,1,309.0,0,2,73.0
1143,2656,13,107,12,12,-1.0,2,2,1,15.7,2.0,2,26.0,1,1241.0,0,2,98.0
303,2949,5,48,6,2,-1.0,1,1,3,11.5,2.0,5,66.0,1,364.0,0,2,61.0
617,881,5,57,12,5,-1.0,2,2,3,12.3,2.0,2,66.0,1,640.0,0,2,23.0
360,1874,4,27,3,6,-1.0,2,2,3,3.5,2.0,8,82.0,1,511.0,1,2,151.0
1070,3486,3,35,8,16,-1.0,1,1,1,17.6,2.0,2,0.0,1,1106.0,0,2,36.0
628,1441,1,146,8,1,-1.0,2,2,3,13.9,2.0,3,21.0,1,672.0,0,2,44.0
1771,3234,12,110,45,7,-1.0,2,2,1,9.0,2.0,1,65.0,1,1771.0,0,2,0.0
375,6714,8,2,7,1,-1.0,2,2,3,13.1,2.0,7,27.0,1,440.0,0,2,65.0
356,2585,15,80,27,18,6.0,2,2,1,15.4,2.0,3,49.0,1,402.0,0,3,46.0
635,2170,10,150,10,6,-1.0,2,2,1,16.0,2.0,2,36.0,1,635.0,0,2,0.0
290,1596,1,123,8,8,1.0,2,2,1,1.7,2.0,2,0.0,1,412.0,0,2,122.0
336,385,1,95,5,5,-1.0,1,1,1,7.0,2.0,5,75.0,1,396.0,1,2,60.0
1129,5929,1,123,25,11,6.0,2,2,1,13.9,-1.0,4,36.0,1,1197.0,0,2,68.0
50,1656,1,109,18,3,-1.0,2,2,1,10.1,2.0,5,0.0,1,60.0,0,2,10.0
405,411,8,172,6,2,-1.0,1,1,1,7.0,2.0,2,45.0,1,465.0,1,2,60.0
470,579,1,95,5,5,-1.0,1,1,1,7.0,2.0,4,64.0,1,554.0,1,2,84.0
508,2876,15,92,21,16,6.0,1,1,1,14.8,-1.0,4,29.0,1,552.0,0,2,44.0
448,1598,1,218,32,10,2.0,2,2,1,14.2,2.0,1,29.0,1,508.0,0,2,60.0
128,10406,1,128,24,1,-1.0,1,1,1,15.3,6.5,6,11.0,1,273.0,0,2,145.0
445,403,1,17,12,5,-1.0,2,2,3,9.3,2.0,4,39.0,1,492.0,0,2,47.0
503,2358,1,205,3,0,4.0,2,2,3,4.4,2.0,6,0.0,1,552.0,0,2,49.0
601,0,1,158,11,2,-1.0,2,2,3,12.6,2.0,3,48.0,1,714.0,0,2,113.0
437,3111,1,218,18,2,-1.0,2,2,4,16.0,2.0,2,0.0,1,488.0,0,2,51.0
1687,14042,0,217,20,0,15.0,2,2,2,10.0,2.0,4,35.0,1,1927.0,0,2,240.0
454,2936,1,17,7,2,-1.0,2,2,1,16.4,2.0,1,28.0,1,528.0,0,2,74.0
933,5025,11,8,25,12,12.0,2,2,4,14.2,2.0,6,14.0,1,942.0,0,2,9.0
489,760,16,192,2,2,-1.0,2,2,1,14.0,2.0,4,30.0,1,586.0,0,2,97.0
1013,4828,1,29,10,10,-1.0,2,2,3,14.3,10.5,2,35.0,1,1075.0,0,2,62.0
711,1363,1,160,11,5,-1.0,2,2,1,20.1,2.0,8,40.0,1,791.0,0,2,80.0
1359,8908,2,10,21,21,3.0,2,2,4,20.6,2.0,3,26.0,1,1463.0,0,2,104.0
519,21100,0,120,7,7,-1.0,2,2,1,-1.4,6.5,3,32.0,1,571.0,1,2,52.0
363,2393,12,124,11,8,-1.0,2,2,3,16.6,2.0,3,0.0,1,399.0,0,2,36.0
665,1303,1,121,18,7,-1.0,2,2,1,15.5,2.0,7,45.0,1,790.0,0,3,125.0
1005,3781,3,157,18,8,-1.0,2,2,3,0.9,2.0,8,80.0,1,1076.0,1,2,71.0
566,15304,13,161,14,0,5.0,2,2,4,19.0,2.0,3,18.0,1,566.0,0,2,0.0
845,3403,15,39,12,0,-1.0,2,2,4,20.8,2.0,4,22.0,1,909.0,0,4,64.0
752,1620,13,51,8,8,-1.0,2,2,1,23.2,2.0,4,40.0,1,752.0,0,4,0.0
740,2100,1,123,26,20,7.0,1,1,1,22.5,2.0,3,31.0,1,800.0,0,4,60.0
768,2975,1,218,7,6,-1.0,2,2,3,14.3,6.5,4,55.0,1,814.0,0,4,46.0
183,894,1,208,8,2,-1.0,2,2,4,17.5,2.0,3,11.0,1,258.0,0,4,75.0
273,1070,11,173,10,2,-1.0,1,1,1,11.3,2.0,2,84.0,1,326.0,0,4,53.0
323,1534,2,180,4,4,5.0,2,2,1,19.7,2.0,4,53.0,1,414.0,0,4,91.0
566,7409,1,202,5,5,-1.0,2,2,4,20.3,6.5,2,26.0,1,666.0,0,4,100.0
1208,4567,3,77,54,21,-1.0,1,1,0,13.1,2.0,8,22.0,1,1265.0,0,4,57.0
239,3494,3,130,2,2,-1.0,2,2,2,12.8,2.0,5,75.7,1,289.0,0,4,50.0
499,2664,3,37,27,0,6.0,2,2,4,19.5,2.0,4,21.0,1,607.0,0,3,108.0
962,63835,0,118,12,12,10.0,1,1,0,20.4,2.0,7,13.0,1,1157.0,0,3,195.0
726,9478,15,23,15,15,-1.0,2,2,3,18.6,6.5,4,30.0,1,807.0,0,4,81.0
1200,75045,0,168,32,15,-1.0,2,2,1,21.8,2.0,3,8.0,1,1235.0,0,3,35.0
274,630,5,62,8,2,-1.0,2,2,3,20.0,2.0,5,27.0,1,332.0,0,3,58.0
362,905,1,17,9,3,-1.0,1,1,3,23.0,2.0,7,20.0,1,415.0,0,4,53.0
549,1222,15,200,13,13,4.0,2,2,1,19.7,6.5,2,24.0,1,669.0,0,4,120.0
502,604,1,121,12,2,-1.0,2,2,3,17.4,2.0,1,27.0,1,547.0,0,4,45.0
1729,2413,1,115,19,14,-1.0,1,1,1,21.0,6.5,2,27.0,1,1763.0,0,4,34.0
592,1756,8,25,6,3,-1.0,2,2,3,19.1,2.0,4,21.0,1,690.0,0,4,98.0
778,1322,1,17,10,10,5.0,2,2,3,19.7,2.0,2,35.0,1,843.0,0,4,65.0
1223,26063,16,197,23,12,12.0,2,2,3,15.0,2.0,3,30.0,1,1246.0,0,3,23.0
191,4624,13,161,23,9,2.0,2,2,2,15.4,2.0,3,47.0,1,782.0,0,3,591.0
485,4192,2,180,8,8,5.0,1,1,4,20.5,2.0,7,28.0,1,502.0,0,3,17.0
411,5832,3,72,26,5,-1.0,2,2,3,15.2,2.0,8,18.0,1,449.0,0,3,38.0
1101,3756,1,1,21,21,12.0,2,2,1,20.0,2.0,6,24.0,1,1151.0,0,4,50.0
1032,1472,3,137,21,21,-1.0,2,2,4,19.0,2.0,4,27.0,1,1116.0,0,4,84.0
480,3000,12,219,32,10,6.0,2,2,3,0.0,-1.0,0,0.0,1,546.0,0,4,66.0
927,3369,1,202,13,13,-1.0,2,2,1,18.3,10.5,3,25.0,1,1011.0,0,4,84.0
655,61111,0,135,15,19,5.0,2,2,1,17.0,2.0,3,17.0,1,667.0,0,3,12.0
632,2276,13,144,8,8,-1.0,2,2,1,20.3,2.0,8,32.0,1,715.0,0,3,83.0
999,283,1,29,15,9,4.0,0,0,1,12.3,2.0,7,56.0,1,1077.0,0,3,78.0
976,11436,0,135,18,24,8.0,2,2,3,7.0,2.0,4,62.0,1,1024.0,0,3,48.0
271,5628,1,140,5,5,-1.0,2,2,1,13.4,2.0,3,29.0,1,318.0,0,3,47.0
879,2294,5,62,17,4,-1.0,2,2,1,19.6,2.0,7,29.0,1,916.0,0,3,37.0
917,1849,12,124,13,20,-1.0,1,1,3,16.0,2.0,4,18.0,1,972.0,0,3,55.0
250,724,6,173,2,1,-1.0,2,2,1,12.5,2.0,2,30.0,1,317.0,0,3,67.0
423,628,3,99,15,0,3.0,2,2,1,12.4,2.0,7,33.0,1,475.0,0,3,52.0
325,2160,15,39,12,12,6.0,2,2,1,10.8,2.0,3,36.0,1,369.0,0,3,44.0
211,273,1,113,6,1,-1.0,2,2,3,10.6,2.0,2,47.0,1,269.0,0,3,58.0
276,1457,13,165,14,2,-1.0,0,0,3,13.1,2.0,6,24.0,1,314.0,0,3,38.0
711,8539,12,22,22,5,-1.0,1,1,3,14.0,2.0,3,40.0,1,740.0,0,3,29.0
1199,3064,1,218,18,5,-1.0,2,2,4,17.0,2.0,0,20.0,1,1246.0,0,3,47.0
781,1063,1,202,15,7,4.0,2,2,1,14.1,2.0,7,45.0,1,828.0,0,3,47.0
280,2472,15,74,27,6,2.0,2,2,2,11.7,2.0,7,30.0,1,280.0,0,3,0.0
1139,13864,15,111,11,11,-1.0,1,1,2,11.0,2.0,5,42.0,1,1478.0,0,3,339.0
1149,3788,1,205,14,0,11.0,2,2,3,11.6,2.0,6,35.0,1,1182.0,0,3,33.0
192,404,1,158,5,4,-1.0,2,2,3,10.4,2.0,8,52.0,1,280.0,0,3,88.0
355,1039,13,161,9,3,-1.0,2,2,4,13.0,2.0,6,61.0,1,407.0,0,3,52.0
936,966,3,35,36,9,-1.0,0,0,4,15.7,2.0,2,0.0,1,982.0,0,3,46.0
482,4533,2,201,8,8,-1.0,2,2,4,15.1,6.5,1,45.0,1,574.0,0,3,92.0
399,4680,12,164,10,18,-1.0,2,2,3,10.1,2.0,3,51.0,1,399.0,0,3,0.0
599,2755,1,202,11,6,-1.0,2,2,1,19.6,6.5,2,39.0,1,639.0,0,3,40.0
1437,4328,3,72,4,4,-1.0,2,2,1,8.5,6.5,3,27.0,1,1526.0,0,3,89.0
702,6720,13,71,49,15,-1.0,2,2,1,14.6,6.5,1,31.0,1,768.0,0,3,66.0
1381,1575,3,151,26,26,-1.0,2,2,4,14.5,2.0,0,70.0,1,1428.0,0,3,47.0
255,7369,13,79,50,20,6.0,2,2,3,15.0,2.0,1,54.0,1,319.0,0,3,64.0
739,460,11,142,50,3,-1.0,2,2,1,9.0,2.0,8,49.0,1,853.0,0,3,114.0
337,649,6,89,2,2,-1.0,2,2,1,15.6,2.0,6,22.0,1,364.0,0,3,27.0
202,592,1,95,4,2,-1.0,1,1,1,3.4,2.0,7,50.0,1,268.0,1,3,66.0
652,3620,1,114,9,4,-1.0,2,2,1,4.9,20.0,7,61.0,1,726.0,0,3,74.0
228,2880,15,191,26,10,2.0,2,2,3,21.2,2.0,2,23.0,1,357.0,0,3,129.0
397,355,15,111,7,5,-1.0,2,2,3,6.5,6.5,8,43.0,1,527.0,0,3,130.0
643,6586,12,164,18,2,-1.0,2,2,1,24.0,2.0,7,20.0,1,692.0,0,3,49.0
828,5849,2,10,26,15,-1.0,2,2,2,21.2,2.0,4,10.0,1,903.0,0,3,75.0
342,890,11,14,7,1,-1.0,2,2,1,9.4,2.0,2,62.0,1,389.0,1,3,47.0
766,1790,1,148,13,2,-1.0,2,2,1,11.8,2.0,2,42.0,1,832.0,1,3,66.0
725,3505,3,72,7,7,3.0,2,2,1,12.7,2.0,4,36.0,1,787.0,0,3,62.0
1163,3203,3,137,21,21,-1.0,2,2,1,15.3,2.0,4,43.0,1,1210.0,0,3,47.0
692,1300,15,23,17,8,-1.0,2,2,1,21.5,2.0,1,17.0,1,769.0,0,3,77.0
362,16940,0,87,55,18,1.0,2,2,3,16.4,6.5,4,26.0,1,391.0,0,3,29.0
774,4248,1,148,18,1,-1.0,2,2,3,14.6,2.0,1,39.0,1,842.0,0,3,68.0
96,31363,0,217,13,13,-1.0,2,2,3,16.9,6.5,7,25.0,1,303.0,0,3,207.0
465,4881,3,88,22,6,-1.0,2,2,1,15.2,15.0,4,49.0,1,517.0,0,3,52.0
216,10542,8,94,8,3,-1.0,1,1,3,6.6,2.0,7,61.0,1,339.0,1,3,123.0
1477,4536,2,73,20,20,-1.0,2,2,1,15.9,6.5,3,22.0,1,1510.0,0,3,33.0
615,4392,3,136,4,4,-1.0,2,2,1,18.1,2.0,7,20.0,1,788.0,0,3,173.0
136,3211,1,205,12,5,-1.0,2,2,1,14.5,2.0,8,32.0,1,203.0,0,3,67.0
300,939,1,121,12,0,-1.0,2,2,2,15.7,6.5,3,34.0,1,363.0,0,3,63.0
297,608,1,29,11,1,-1.0,2,2,1,17.1,2.0,1,30.0,1,353.0,0,3,56.0
695,3385,1,125,10,10,2.0,2,2,4,12.1,6.5,2,58.0,1,846.0,0,3,151.0
224,2654,2,46,4,4,-1.0,1,1,3,14.7,2.0,7,0.0,1,364.0,0,4,140.0
502,11729,2,119,10,10,-1.0,0,0,2,18.2,2.0,7,0.0,1,587.0,0,4,85.0
1802,10772,3,77,68,21,9.0,2,2,3,12.8,2.0,1,44.0,1,1844.0,0,4,42.0
470,924,0,152,4,3,-1.0,2,2,1,20.6,2.0,7,23.0,1,515.0,0,4,45.0
457,16743,2,213,7,7,-1.0,2,2,0,13.4,2.0,4,47.0,1,721.0,1,4,264.0
733,20895,12,28,29,19,10.0,1,1,3,16.1,-1.0,1,13.0,1,788.0,0,4,55.0
456,6641,15,59,18,7,-1.0,2,2,1,16.0,2.0,7,30.0,1,493.0,0,4,37.0
363,2173,15,80,22,8,-1.0,2,2,2,20.9,2.0,4,29.0,1,417.0,0,4,54.0
1074,11102,3,72,34,34,7.0,2,2,3,14.7,2.0,3,47.0,1,1180.0,0,4,106.0
989,4836,12,47,18,7,-1.0,2,2,3,17.4,2.0,8,54.0,1,1032.0,0,4,43.0
782,1844,15,23,13,15,-1.0,1,1,3,18.6,2.0,7,31.0,1,864.0,0,4,82.0
352,6664,13,144,32,22,3.0,2,2,1,21.8,2.0,5,30.0,1,412.0,0,4,60.0
641,12037,13,71,21,0,5.0,1,1,3,15.8,2.0,3,38.0,1,695.0,0,4,54.0
352,1802,2,119,7,3,-1.0,2,2,4,15.1,2.0,6,0.0,1,409.0,0,4,57.0
451,6741,1,148,4,4,-1.0,2,2,1,13.5,2.0,6,24.0,1,616.0,1,4,165.0
655,6000,13,165,9,9,-1.0,2,2,2,21.0,2.0,4,41.0,1,655.0,0,4,0.0
415,10113,5,82,5,3,-1.0,2,2,3,18.6,6.5,2,41.0,1,524.0,0,4,109.0
249,2995,6,153,7,1,-1.0,2,2,3,8.6,2.0,5,42.0,1,290.0,1,4,41.0
736,506,7,42,14,14,-1.0,1,1,1,16.4,6.5,4,55.0,1,810.0,0,4,74.0
378,2813,16,197,31,5,5.0,2,2,3,17.0,2.0,8,41.0,1,418.0,0,4,40.0
701,0,12,124,5,5,-1.0,2,2,1,17.0,10.5,8,18.0,1,765.0,0,4,64.0
552,596,3,130,26,10,-1.0,0,0,4,15.0,2.0,7,47.0,1,606.0,0,4,54.0
1490,2301,13,144,40,28,22.0,2,2,1,22.9,2.0,4,45.0,1,1539.0,0,4,49.0
905,6707,1,205,12,8,3.0,2,2,2,19.2,2.0,6,39.0,1,962.0,0,4,57.0
319,6452,1,97,5,6,-1.0,1,1,1,15.6,2.0,2,54.0,1,400.0,1,4,81.0
1305,3888,0,203,42,16,-1.0,0,0,2,13.5,-1.0,1,29.0,1,1340.0,0,4,35.0
1508,1191,12,28,29,20,11.0,1,1,3,14.5,2.0,1,73.0,1,1584.0,0,4,76.0
1147,2989,1,121,8,7,-1.0,1,1,3,18.4,2.0,1,32.0,1,1303.0,0,4,156.0
252,1436,6,60,3,1,-1.0,2,2,1,15.0,2.0,8,68.0,1,286.0,1,4,34.0
359,17722,15,216,19,6,-1.0,2,2,3,23.8,2.0,8,42.0,1,404.0,0,4,45.0
1614,5973,3,134,87,38,29.0,1,1,1,15.2,2.0,3,46.0,1,1660.0,0,4,46.0
1076,1249,16,194,27,9,-1.0,2,2,1,14.5,2.0,3,27.0,1,1167.0,0,4,91.0
687,1647,1,123,6,6,-1.0,2,2,2,15.2,10.5,7,37.0,1,789.0,0,4,102.0
1027,4561,0,168,16,16,23.0,1,1,4,12.9,2.0,4,30.0,1,1068.0,0,4,41.0
1423,1860,1,123,16,9,-1.0,2,2,3,13.4,2.0,7,40.0,1,1483.0,0,4,60.0
684,1739,0,217,9,9,5.0,2,2,1,9.2,2.0,3,62.0,1,707.0,0,4,23.0
566,2691,1,123,9,9,5.0,2,2,4,13.9,10.5,4,32.0,1,635.0,1,4,69.0
788,6126,1,123,10,10,6.0,2,2,3,17.2,2.0,1,46.0,1,917.0,0,4,129.0
568,1011,1,202,9,6,-1.0,2,2,1,20.1,2.0,8,28.0,1,676.0,0,4,108.0
298,7016,15,92,6,3,-1.0,2,2,3,20.6,2.0,8,33.0,1,359.0,0,4,61.0
397,2251,3,77,31,3,-1.0,2,2,0,10.1,2.0,7,64.0,1,454.0,1,4,57.0
299,2179,12,212,12,12,4.0,2,2,1,22.6,2.0,8,60.0,1,358.0,0,5,59.0
726,7780,0,87,39,7,-1.0,2,2,3,17.1,20.0,3,46.0,1,892.0,0,5,166.0
778,2312,0,162,27,20,6.0,1,1,1,18.2,10.5,3,36.0,1,847.0,0,5,69.0
810,4609,0,87,26,22,7.0,1,1,1,15.6,2.0,3,54.0,1,965.0,1,5,155.0
1281,16499,0,199,20,17,-1.0,2,2,3,23.2,2.0,6,43.0,1,1332.0,0,5,51.0
728,6746,0,221,26,14,5.0,2,2,1,24.2,2.0,5,58.0,1,756.0,0,5,28.0
310,360,1,64,2,2,5.0,2,2,1,27.9,2.0,7,49.0,1,358.0,0,5,48.0
579,3825,13,144,13,7,-1.0,2,2,3,19.4,-1.0,8,50.0,1,669.0,0,4,90.0
876,9030,12,108,20,9,-1.0,2,2,3,19.7,2.0,2,42.0,1,911.0,0,4,35.0
962,3218,3,77,34,9,-1.0,2,2,3,19.9,2.0,6,24.0,1,994.0,0,4,32.0
1356,18795,3,139,17,22,-1.0,1,1,3,17.0,6.5,2,30.0,1,1414.0,0,4,58.0
387,3340,7,131,3,3,-1.0,1,1,1,16.9,10.5,6,55.0,1,481.0,0,4,94.0
293,1820,15,23,18,4,-1.0,2,2,3,15.2,2.0,4,35.0,1,341.0,0,4,48.0
324,708,10,48,8,4,-1.0,0,0,3,12.9,2.0,6,66.0,1,371.0,0,4,47.0
531,2481,16,192,5,5,-1.0,2,2,1,21.5,2.0,6,26.0,1,580.0,0,4,49.0
583,895,13,43,19,12,6.0,2,2,1,22.8,2.0,5,27.0,1,658.0,0,4,75.0
355,2920,2,73,22,5,-1.0,0,0,3,23.0,2.0,4,35.6,1,418.0,0,4,63.0
684,14729,3,72,27,6,-1.0,1,1,3,13.6,2.0,7,66.0,1,730.0,1,4,46.0
437,5309,3,112,34,12,-1.0,2,2,3,16.6,2.0,6,50.2,1,499.0,0,4,62.0
2289,8939,0,152,24,7,-1.0,0,0,3,20.3,2.0,3,31.0,1,2484.0,0,4,195.0
345,2847,15,23,34,7,-1.0,2,2,1,24.6,2.0,2,23.0,1,387.0,0,4,42.0
822,2667,16,193,19,7,-1.0,2,2,1,28.0,-1.0,2,0.0,1,895.0,0,4,73.0
298,7390,15,191,3,3,-1.0,2,2,2,27.0,2.0,2,22.0,1,385.0,0,4,87.0
230,6544,2,211,30,20,4.0,2,2,3,18.5,2.0,1,32.0,1,420.0,0,4,190.0
151,5296,2,211,31,21,3.0,2,2,3,23.4,2.0,4,25.0,1,196.0,0,4,45.0
277,4351,1,218,25,8,5.0,2,2,1,21.4,2.0,8,46.0,1,364.0,0,4,87.0
1193,2760,0,162,19,19,-1.0,2,2,3,17.9,2.0,3,36.6,1,1401.0,0,4,208.0
563,2368,4,48,9,9,-1.0,2,2,3,20.1,2.0,3,44.0,1,653.0,0,4,90.0
1175,7721,13,177,21,15,-1.0,2,2,2,20.7,2.0,3,25.0,1,1281.0,0,4,106.0
173,12210,13,167,2,1,-1.0,0,0,3,21.2,2.0,1,29.0,1,288.0,0,4,115.0
538,2335,0,188,13,7,-1.0,2,2,3,25.9,2.0,4,31.0,1,616.0,0,4,78.0
575,5400,12,28,23,12,7.0,2,2,1,16.3,2.0,6,43.0,1,632.0,1,4,57.0
1494,1208,0,118,30,30,13.0,1,1,1,25.8,2.0,7,17.0,1,1574.0,0,4,80.0
366,287,0,220,5,5,-1.0,2,2,4,27.4,2.0,2,9.0,1,442.0,0,4,76.0
694,12752,3,207,18,10,-1.0,2,2,2,11.0,2.0,8,75.0,1,782.0,1,4,88.0
480,8280,13,51,18,3,-1.0,2,2,3,25.0,2.0,1,25.0,1,495.0,0,4,15.0
300,11640,15,74,13,5,-1.0,2,2,3,22.2,2.0,2,30.0,1,360.0,0,4,60.0
612,8318,0,203,56,7,-1.0,2,2,3,23.9,2.0,7,29.0,1,721.0,0,4,109.0
1456,3882,0,217,17,12,-1.0,2,2,1,25.6,2.0,7,22.0,1,1522.0,0,4,66.0
786,6719,16,192,15,14,-1.0,2,2,3,14.0,2.0,5,70.0,1,989.0,1,4,203.0
1535,11847,0,221,11,6,-1.0,1,1,3,19.1,2.0,2,30.0,1,1608.0,0,4,73.0
657,13508,0,87,61,24,6.0,1,1,2,6.3,2.0,8,95.0,1,764.0,1,4,107.0
325,4533,3,35,7,3,-1.0,0,0,1,22.7,2.0,7,19.0,1,397.0,0,4,72.0
546,600,1,123,22,5,-1.0,2,2,1,15.7,2.0,2,52.0,1,606.0,0,4,60.0
689,543,3,99,4,4,-1.0,2,2,1,14.9,2.0,8,52.0,1,856.0,1,4,167.0
476,19727,3,72,27,6,-1.0,0,0,3,20.1,2.0,4,38.0,1,526.0,0,4,50.0
759,12288,12,124,13,7,-1.0,1,1,3,79.0,6.5,8,32.0,1,800.0,0,4,41.0
756,10170,12,21,16,3,6.0,2,2,3,21.0,2.0,1,35.0,1,795.0,0,4,39.0
933,768,3,198,22,17,-1.0,2,2,0,16.5,2.0,7,30.8,1,971.0,0,5,38.0
366,12358,16,197,9,5,-1.0,1,1,3,9.0,2.0,6,75.0,1,414.0,1,5,48.0
227,2729,0,188,12,1,-1.0,2,2,2,18.6,6.5,8,22.0,1,274.0,0,5,47.0
481,1755,0,188,16,7,-1.0,2,2,3,19.5,6.5,7,26.0,1,555.0,0,5,74.0
273,856,1,140,7,3,-1.0,2,2,1,17.9,2.0,3,33.0,1,342.0,0,5,69.0
345,2681,15,80,5,5,-1.0,2,2,3,16.3,2.0,2,52.0,1,418.0,0,5,73.0
1044,5599,3,190,72,50,13.0,1,1,2,20.3,2.0,6,40.0,1,1093.0,0,4,49.0
300,811,3,198,9,5,-1.0,2,2,4,23.5,2.0,2,31.9,1,369.0,0,5,69.0
378,2264,1,158,9,2,-1.0,2,2,3,18.5,2.0,2,44.0,1,486.0,0,5,108.0
269,878,1,113,40,3,-1.0,1,1,1,13.3,2.0,8,61.0,1,317.0,0,5,48.0
