DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,FCLT_PLC_SCLSF_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM,golden_time_under_50min,arrival_time_diff,is_night,month_rcpt,dispatch_time_diff
600,0,2,9,18,10,-1.0,1,1,1,6.4,2.0,8,48.0,1,638.0,0,12,38.0
1060,1349,7,6,5,5,-1.0,2,2,3,5.7,-1.0,8,40.0,1,1060.0,0,12,0.0
648,14639,0,87,16,6,-1.0,2,2,2,-4.7,6.5,7,7.0,1,706.0,1,12,58.0
633,4452,3,139,19,0,6.0,2,2,1,7.5,2.0,8,20.0,1,676.0,0,1,43.0
347,1711,0,4,3,3,-1.0,2,2,1,10.2,6.5,6,51.0,1,397.0,0,1,50.0
1211,5440,2,16,10,10,13.0,2,2,1,11.1,2.0,2,49.0,1,1253.0,0,1,42.0
1054,20640,7,6,5,5,-1.0,2,2,2,3.5,6.5,6,56.0,1,1115.0,1,1,61.0
639,3626,1,117,8,3,-1.0,2,2,3,11.5,2.0,7,32.0,1,687.0,0,1,48.0
927,5264,0,87,11,11,1.0,2,2,2,15.1,2.0,3,11.0,1,987.0,0,1,60.0
1155,12478,3,35,32,10,-1.0,1,1,3,10.3,2.0,2,26.0,1,1214.0,0,1,59.0
539,8626,12,212,9,9,6.0,2,2,1,15.9,2.0,2,54.0,1,598.0,0,1,59.0
1057,10485,11,142,0,0,2.0,2,2,1,-2.2,2.0,6,41.0,1,1168.0,0,1,111.0
918,1428,3,139,17,17,-1.0,2,2,3,3.0,2.0,4,19.0,1,969.0,0,1,51.0
735,1474,3,72,8,5,-1.0,2,2,1,-6.5,2.0,7,69.0,1,812.0,1,1,77.0
979,2532,4,27,18,18,-1.0,2,2,1,4.4,2.0,4,70.0,1,1076.0,0,1,97.0
687,7269,12,21,31,8,4.0,2,2,2,9.5,2.0,7,42.0,1,706.0,0,1,19.0
364,4980,2,213,5,5,-1.0,2,2,1,4.5,2.0,5,68.0,1,409.0,0,1,45.0
631,9169,2,46,17,2,-1.0,2,2,2,13.0,2.0,2,100.0,1,759.0,1,1,128.0
217,5032,2,9,6,2,-1.0,2,2,1,4.1,2.0,5,28.0,1,274.0,0,1,57.0
1103,4985,2,86,9,9,-1.0,0,0,1,-8.4,6.5,7,61.0,1,1167.0,1,1,64.0
627,1545,7,42,11,2,-1.0,2,2,1,-5.7,6.5,7,23.0,1,665.0,0,1,38.0
144,147,2,201,0,0,-1.0,0,0,3,5.2,6.5,6,44.0,1,200.0,0,1,56.0
386,1607,2,201,11,8,-1.0,2,2,1,1.8,2.0,6,52.0,1,462.0,1,1,76.0
720,14536,12,21,16,16,8.0,2,2,3,4.5,2.0,7,31.0,1,829.0,0,1,109.0
1067,402,1,128,16,8,-1.0,2,2,1,8.1,2.0,8,30.0,1,1122.0,0,2,55.0
1071,11183,12,7,16,16,11.0,2,2,3,12.5,2.0,7,34.0,1,1130.0,0,2,59.0
766,5258,12,108,14,6,-1.0,2,2,1,6.0,2.0,1,45.0,1,766.0,0,1,0.0
365,1594,7,85,4,1,-1.0,1,1,1,1.9,2.0,7,48.0,1,454.0,0,1,89.0
2311,7277,12,28,28,24,16.0,2,2,1,0.0,2.0,5,75.0,1,2364.0,1,2,53.0
530,8063,2,119,22,22,5.0,2,2,1,1.4,2.0,6,43.0,1,590.0,0,1,60.0
680,4545,9,0,6,8,-1.0,2,2,3,5.2,2.0,2,53.0,1,747.0,0,2,67.0
157,2750,1,17,6,1,-1.0,1,1,1,9.1,2.0,8,45.0,1,203.0,0,2,46.0
406,5897,1,123,4,4,-1.0,2,2,1,7.3,2.0,8,30.0,1,475.0,0,2,69.0
348,4048,3,206,13,1,-1.0,0,0,1,-3.7,2.0,7,26.0,1,388.0,0,1,40.0
656,8516,3,207,22,3,-1.0,2,2,3,1.2,2.0,3,35.0,1,719.0,0,2,63.0
242,8971,12,176,36,26,4.0,2,2,1,7.0,2.0,4,40.0,1,311.0,0,2,69.0
382,1919,10,150,15,1,-1.0,2,2,3,5.5,2.0,6,37.0,1,419.0,0,1,37.0
588,6410,2,156,17,8,-1.0,2,2,1,14.2,2.0,2,20.0,1,638.0,0,2,50.0
263,459,8,61,1,1,-1.0,2,2,1,1.6,2.0,7,43.0,1,323.0,0,1,60.0
696,62816,3,99,20,20,4.0,0,0,3,10.2,2.0,8,28.0,1,705.0,0,1,9.0
444,2524,10,150,4,3,-1.0,0,0,1,7.0,2.0,6,15.0,1,482.0,0,1,38.0
714,2673,0,67,9,6,-1.0,0,0,1,6.4,2.0,6,32.0,1,788.0,0,1,74.0
604,4290,3,77,31,9,-1.0,2,2,1,9.8,2.0,8,30.0,1,637.0,0,2,33.0
581,970,7,40,7,5,-1.0,2,2,1,0.0,6.5,3,85.0,1,614.0,0,1,33.0
693,2220,13,163,39,11,-1.0,2,2,1,11.9,2.0,2,10.0,1,756.0,0,2,63.0
166,2940,1,109,14,1,-1.0,2,2,1,-0.1,2.0,4,36.0,1,253.0,0,2,87.0
303,4730,7,40,5,1,-1.0,1,1,1,-3.4,2.0,5,43.0,1,377.0,0,1,74.0
443,3360,13,161,15,14,6.0,2,2,1,8.5,2.0,4,27.0,1,443.0,0,2,0.0
913,7508,15,54,16,8,-1.0,2,2,3,8.8,2.0,6,37.0,1,1007.0,0,2,94.0
644,462,10,82,9,8,-1.0,2,2,1,13.2,2.0,5,21.0,1,673.0,0,2,29.0
419,2111,1,148,27,3,-1.0,2,2,1,5.5,2.0,1,44.0,1,494.0,0,2,75.0
1361,5002,3,37,24,19,-1.0,2,2,1,5.4,2.0,4,39.0,1,1423.0,0,2,62.0
611,31,1,208,11,6,-1.0,2,2,3,6.2,2.0,3,74.0,1,659.0,0,2,48.0
592,3908,1,218,12,8,3.0,2,2,1,2.5,2.0,1,34.0,1,638.0,0,2,46.0
564,1726,1,202,10,8,-1.0,2,2,3,6.1,2.0,5,42.0,1,601.0,0,2,37.0
406,1369,9,0,9,8,3.0,2,2,1,3.4,2.0,2,40.0,1,477.0,0,2,71.0
323,1030,2,184,8,1,-1.0,2,2,1,3.0,2.0,5,70.0,1,415.0,1,2,92.0
543,10140,8,172,8,3,-1.0,1,1,2,-2.0,2.0,8,41.0,1,598.0,0,2,55.0
1614,10042,3,130,20,20,15.0,1,1,0,3.2,2.0,8,27.0,1,1694.0,0,1,80.0
16468,0,13,144,24,24,6.0,2,2,1,6.1,2.0,4,14.0,0,16560.0,0,2,92.0
560,4797,3,137,4,4,-1.0,2,2,0,0.2,6.5,8,32.0,1,643.0,0,1,83.0
358,2716,0,87,31,5,-1.0,2,2,4,2.7,2.0,3,38.0,1,854.0,0,2,496.0
988,7982,1,1,23,11,11.0,2,2,1,6.4,2.0,3,14.0,1,1035.0,0,3,47.0
428,78238,0,220,3,3,-1.0,2,2,1,20.1,2.0,3,13.0,1,476.0,0,3,48.0
348,13387,3,88,19,0,2.0,2,2,1,11.5,2.0,7,29.5,1,400.0,0,2,52.0
981,7062,11,8,23,13,13.0,0,0,1,12.9,6.5,7,9.0,1,1068.0,0,3,87.0
1107,23960,16,141,13,13,16.0,2,2,1,19.8,6.5,2,21.0,1,1156.0,0,4,49.0
885,3317,2,46,5,5,-1.0,2,2,3,13.3,2.0,7,16.0,1,940.0,0,3,55.0
382,3772,15,80,23,12,5.0,2,2,1,4.9,2.0,3,51.0,1,419.0,0,3,37.0
1113,6183,0,196,17,15,-1.0,1,1,1,24.3,2.0,7,17.0,1,1147.0,0,4,34.0
371,10304,2,209,15,5,-1.0,2,2,3,0.0,2.0,3,41.0,1,371.0,1,3,0.0
808,9863,3,88,11,23,-1.0,1,1,2,19.2,2.0,4,58.0,1,808.0,0,3,0.0
279,4078,3,139,32,12,1.0,2,2,1,15.1,-1.0,8,11.0,1,321.0,0,2,42.0
214,8664,3,99,9,2,-1.0,2,2,3,17.2,2.0,7,16.0,1,268.0,0,3,54.0
340,3667,1,125,15,3,-1.0,2,2,3,14.8,2.0,7,29.0,1,395.0,0,3,55.0
956,8901,12,47,18,18,10.0,2,2,1,9.5,2.0,2,22.0,1,1000.0,0,2,44.0
1076,3636,1,218,10,10,-1.0,2,2,3,17.1,10.5,8,41.0,1,1125.0,0,4,49.0
1101,3552,7,42,10,18,-1.0,2,2,1,11.5,2.0,7,21.0,1,1171.0,0,2,70.0
386,0,2,119,18,18,1.0,2,2,1,0.2,2.0,3,40.0,1,436.0,1,2,50.0
254,11451,12,108,25,0,8.0,2,2,1,23.9,2.0,4,15.0,1,297.0,0,3,43.0
523,8615,6,153,12,3,-1.0,1,1,3,4.4,6.5,7,26.0,1,569.0,0,2,46.0
1425,0,1,208,9,1,-1.0,1,1,3,10.2,2.0,2,38.0,1,1584.0,0,2,159.0
775,4257,3,12,17,9,-1.0,2,2,1,23.0,2.0,2,10.0,1,817.0,0,3,42.0
416,837,9,0,7,10,2.0,2,2,1,5.0,2.0,5,29.0,1,505.0,0,2,89.0
377,4731,2,178,4,3,-1.0,0,0,1,-4.7,2.0,8,57.0,1,415.0,1,2,38.0
516,2405,2,46,6,5,-1.0,2,2,1,11.0,2.0,7,13.0,1,608.0,0,2,92.0
278,2395,15,39,14,14,4.0,2,2,1,7.6,2.0,7,37.0,1,358.0,0,2,80.0
1248,15673,2,213,27,27,9.0,2,2,3,4.8,2.0,1,33.0,1,1313.0,1,2,65.0
1594,2775,15,92,18,4,-1.0,2,2,3,16.4,2.0,6,31.0,1,1737.0,0,4,143.0
1022,2061,12,108,18,12,-1.0,2,2,1,8.0,2.0,7,20.0,1,1067.0,0,2,45.0
880,4054,3,139,18,18,13.0,2,2,1,0.0,-1.0,0,0.0,1,927.0,0,2,47.0
715,22853,15,186,11,7,-1.0,2,2,3,18.0,2.0,2,22.0,1,793.0,0,4,78.0
1654,5403,1,218,34,14,6.0,2,2,3,3.0,6.5,5,95.0,1,1689.0,0,2,35.0
323,2152,11,89,3,2,-1.0,0,0,1,18.6,2.0,8,30.0,1,358.0,0,3,35.0
661,5930,2,10,25,7,-1.0,2,2,1,5.3,2.0,5,22.0,1,692.0,0,2,31.0
1046,4342,1,218,11,11,6.0,2,2,4,22.6,2.0,2,23.0,1,1149.0,0,4,103.0
750,26202,2,210,16,16,4.0,2,2,1,13.8,6.5,7,23.0,1,804.0,0,2,54.0
368,0,1,29,14,7,-1.0,2,2,2,24.2,2.0,4,15.0,1,474.0,0,4,106.0
416,4863,6,62,2,4,-1.0,2,2,3,20.4,2.0,3,19.0,1,416.0,0,4,0.0
353,7620,15,80,11,5,-1.0,2,2,1,5.9,2.0,5,26.0,1,409.0,0,2,56.0
152,16440,15,92,8,1,-1.0,2,2,1,22.8,2.0,1,13.0,1,223.0,0,4,71.0
824,4591,2,211,18,18,5.0,2,2,4,2.9,2.0,5,25.0,1,870.0,0,2,46.0
585,821,1,123,16,8,-1.0,2,2,1,1.3,2.0,3,77.0,1,702.0,0,2,117.0
1320,2159,3,12,25,11,-1.0,2,2,3,20.7,-1.0,3,53.0,1,1343.0,0,4,23.0
1073,10851,1,128,24,8,-1.0,1,1,1,23.0,2.0,7,30.0,1,1207.0,0,4,134.0
503,1522,1,29,4,4,-1.0,2,2,1,7.0,2.0,7,41.0,1,624.0,0,2,121.0
1337,5901,1,218,31,11,4.0,2,2,3,8.1,2.0,4,99.0,1,1412.0,1,4,75.0
308,1620,15,80,26,9,4.0,2,2,1,6.1,2.0,5,31.0,1,383.0,0,2,75.0
1152,1968,10,150,15,15,6.0,2,2,1,4.8,2.0,5,25.0,1,1258.0,0,2,106.0
1297,5518,2,10,30,12,-1.0,2,2,3,13.6,2.0,4,12.0,1,1339.0,0,2,42.0
706,6973,12,7,14,14,11.0,2,2,1,19.4,2.0,2,25.0,1,740.0,0,4,34.0
79,17391,1,123,15,6,1.0,2,2,0,20.9,2.0,4,21.0,1,312.0,0,4,233.0
896,7797,0,152,24,11,-1.0,2,2,1,23.3,-1.0,4,16.0,1,931.0,0,4,35.0
344,734,1,121,5,5,-1.0,2,2,1,22.2,2.0,7,20.0,1,401.0,0,4,57.0
792,38,0,221,28,12,8.0,2,2,1,15.2,2.0,8,33.0,1,874.0,0,3,82.0
1470,8458,12,21,25,10,-1.0,2,2,1,11.5,2.0,7,24.0,1,1470.0,0,2,0.0
375,3610,5,62,13,2,-1.0,2,2,1,16.0,2.0,2,31.0,1,487.0,0,3,112.0
516,4500,16,171,25,20,3.0,2,2,1,21.0,2.0,7,17.5,1,560.0,0,4,44.0
708,5392,2,178,12,9,-1.0,2,2,4,8.8,-1.0,5,24.0,1,768.0,0,2,60.0
642,18065,3,112,26,7,-1.0,2,2,1,18.9,2.0,1,21.0,1,691.0,0,3,49.0
313,950,11,8,13,2,-1.0,2,2,1,0.8,-1.0,7,31.0,1,363.0,0,2,50.0
1157,1970,1,218,33,13,-1.0,1,1,1,19.0,6.5,2,80.0,1,1213.0,0,4,56.0
263,3958,2,211,20,1,-1.0,2,2,3,20.2,6.5,6,22.0,1,293.0,0,4,30.0
839,14665,12,212,11,11,12.0,2,2,1,15.0,6.5,2,15.0,1,966.0,0,4,127.0
828,12120,1,34,5,5,-1.0,0,0,2,12.4,2.0,6,31.0,1,1428.0,1,4,600.0
255,3943,15,23,24,16,8.0,2,2,1,11.9,2.0,8,47.0,1,414.0,0,2,159.0
447,2053,1,125,19,19,4.0,2,2,1,-47.7,2.0,2,31.0,1,536.0,0,1,89.0
285,46960,0,4,9,4,-1.0,2,2,1,20.8,20.0,8,43.0,1,321.0,0,4,36.0
252,7849,15,186,17,9,-1.0,1,1,1,22.0,2.0,2,18.0,1,299.0,0,4,47.0
380,1344,2,211,6,6,-1.0,0,0,1,16.6,2.0,6,33.0,1,415.0,0,4,35.0
608,16427,1,125,24,18,9.0,1,1,2,2.0,2.0,8,31.0,1,688.0,0,2,80.0
1681,68669,1,202,18,18,8.0,1,1,3,6.9,2.0,7,30.0,1,1871.0,0,2,190.0
965,5826,3,151,47,8,-1.0,2,2,1,8.5,2.0,2,43.0,1,1084.0,0,2,119.0
428,994,1,109,7,7,-1.0,2,2,3,23.1,2.0,6,15.0,1,464.0,0,4,36.0
180,3900,13,167,4,1,-1.0,0,0,3,1.3,2.0,7,49.0,1,240.0,1,3,60.0
217,10606,12,47,22,17,2.0,2,2,1,10.0,6.5,6,45.0,1,261.0,0,3,44.0
1150,3765,3,198,21,16,-1.0,0,0,2,16.3,2.0,1,29.0,1,1200.0,0,3,50.0
1795,2145,6,62,17,17,-1.0,0,0,1,-3.1,2.0,4,92.0,1,1846.0,1,3,51.0
444,2463,13,163,43,9,-1.0,2,2,3,6.5,2.0,7,22.0,1,564.0,0,3,120.0
404,4138,4,27,20,4,-1.0,2,2,1,4.1,2.0,4,33.0,1,488.0,0,3,84.0
581,1690,6,89,9,0,-1.0,2,2,4,9.2,2.0,5,22.0,1,613.0,0,2,32.0
860,5760,12,75,22,7,-1.0,2,2,1,14.1,2.0,1,53.6,1,887.0,0,2,27.0
457,4188,5,82,5,4,-1.0,2,2,2,22.3,2.0,8,16.0,1,591.0,0,3,134.0
420,5146,8,172,4,2,-1.0,1,1,1,22.2,2.0,4,18.0,1,459.0,0,4,39.0
678,8728,2,178,28,7,4.0,2,2,1,12.3,2.0,4,17.0,1,732.0,0,2,54.0
1304,16720,3,99,16,12,-1.0,2,2,3,22.0,6.5,4,19.0,1,1314.0,0,4,10.0
340,5400,2,211,5,5,-1.0,2,2,3,-2.9,2.0,3,61.0,1,373.0,1,2,33.0
851,6266,1,148,13,2,-1.0,2,2,3,23.5,2.0,2,13.0,1,932.0,0,4,81.0
389,22177,1,205,15,8,2.0,2,2,1,4.0,2.0,4,76.0,1,451.0,1,4,62.0
884,4213,3,88,18,9,-1.0,2,2,2,9.6,2.0,4,31.0,1,913.0,0,2,29.0
581,1155,1,204,20,4,-1.0,2,2,2,18.5,6.5,3,39.0,1,676.0,0,3,95.0
943,13491,1,50,7,8,-1.0,2,2,1,22.1,2.0,8,15.0,1,1015.0,0,4,72.0
494,2045,1,18,12,3,-1.0,2,2,3,8.4,2.0,8,25.0,1,575.0,0,3,81.0
521,3258,12,108,6,18,-1.0,2,2,1,6.0,2.0,7,35.0,1,621.0,0,2,100.0
864,11943,12,219,52,20,7.0,2,2,1,17.9,2.0,1,27.0,1,890.0,0,3,26.0
1998,18453,1,29,14,4,-1.0,2,2,2,24.0,2.0,1,15.0,1,2173.0,0,4,175.0
1267,6656,3,88,17,17,-1.0,2,2,1,7.3,2.0,7,31.0,1,1323.0,0,2,56.0
842,3739,3,88,24,0,9.0,2,2,2,11.0,2.0,6,26.1,1,852.0,0,2,10.0
971,6327,1,218,19,7,-1.0,2,2,3,3.9,2.0,8,26.0,1,1021.0,0,3,50.0
990,3919,12,58,12,12,21.0,2,2,1,7.2,2.0,6,25.0,1,1041.0,0,3,51.0
353,1172,1,64,3,3,-1.0,2,2,3,18.8,2.0,2,19.0,1,411.0,1,4,58.0
314,3723,12,124,2,2,-1.0,2,2,1,5.9,6.5,7,25.0,1,359.0,0,3,45.0
1101,5089,7,42,12,12,-1.0,2,2,4,8.0,2.0,7,32.0,1,1144.0,0,2,43.0
786,4403,3,12,31,8,-1.0,2,2,3,22.6,2.0,6,16.0,1,819.0,0,3,33.0
447,4485,12,75,10,5,-1.0,2,2,4,1.7,2.0,7,61.0,1,514.0,1,2,67.0
417,1313,9,0,22,3,-1.0,2,2,3,13.7,2.0,1,30.0,1,602.0,0,3,185.0
196,15960,13,51,12,12,2.0,2,2,4,14.2,2.0,2,33.0,1,196.0,0,2,0.0
559,2927,0,168,40,8,-1.0,2,2,3,13.3,2.0,6,30.0,1,601.0,0,4,42.0
364,5942,1,125,14,14,2.0,2,2,4,19.8,2.0,1,0.0,1,401.0,0,3,37.0
946,15943,1,123,8,8,3.0,2,2,4,20.6,2.0,2,16.0,1,1005.0,0,4,59.0
658,9174,12,28,30,12,-1.0,1,1,3,9.0,2.0,4,10.0,1,807.0,0,3,149.0
901,19355,2,180,26,13,-1.0,2,2,1,14.9,2.0,1,24.0,1,931.0,0,2,30.0
178,2560,13,43,14,1,-1.0,2,2,4,7.4,6.5,7,58.0,1,342.0,0,3,164.0
1168,3771,3,72,20,20,13.0,2,2,1,13.3,2.0,8,22.0,1,1209.0,0,2,41.0
294,6561,13,161,9,5,-1.0,1,1,1,13.4,2.0,8,51.0,1,408.0,0,2,114.0
780,3420,12,214,6,6,-1.0,2,2,1,22.2,2.0,2,28.0,1,780.0,0,4,0.0
1358,3560,3,12,35,20,-1.0,2,2,1,18.9,2.0,1,20.0,1,1414.0,0,3,56.0
1143,1725,1,128,12,12,5.0,2,2,1,16.8,2.0,1,48.0,1,1173.0,0,3,30.0
835,3768,2,86,20,5,-1.0,0,0,2,23.6,2.0,5,21.0,1,890.0,0,4,55.0
394,50695,1,205,24,0,-1.0,1,1,3,19.6,2.0,3,21.0,1,448.0,0,3,54.0
1103,35939,1,50,16,7,-1.0,1,1,3,22.7,2.0,7,18.0,1,1142.0,0,4,39.0
554,3537,13,107,7,7,-1.0,2,2,1,19.9,2.0,4,20.0,1,659.0,0,3,105.0
933,7027,1,202,16,4,-1.0,2,2,3,16.3,2.0,2,28.0,1,1001.0,0,4,68.0
271,7984,0,188,13,13,2.0,0,0,1,12.5,2.0,2,12.0,1,309.0,0,3,38.0
935,8626,0,188,15,9,-1.0,1,1,1,23.4,2.0,1,17.0,1,996.0,0,4,61.0
265,3849,15,39,11,3,-1.0,2,2,1,12.4,2.0,7,18.0,1,321.0,0,3,56.0
1414,2764,2,9,18,13,7.0,2,2,2,16.5,2.0,5,40.0,1,1437.0,0,3,23.0
1056,1612,15,200,14,14,-1.0,2,2,1,19.3,2.0,4,19.0,1,1105.0,0,4,49.0
327,10668,2,10,20,20,5.0,2,2,2,21.1,2.0,8,16.0,1,418.0,0,3,91.0
653,55905,13,20,17,0,5.0,2,2,1,22.8,2.0,1,21.0,1,699.0,0,4,46.0
1180,7990,0,220,12,12,-1.0,1,1,3,14.7,2.0,8,6.0,1,1269.0,0,3,89.0
267,2924,15,186,17,4,-1.0,2,2,1,5.1,2.0,3,24.0,1,394.0,0,3,127.0
888,7390,2,211,20,1,-1.0,2,2,1,22.8,2.0,8,15.0,1,916.0,0,3,28.0
628,7091,4,27,16,5,-1.0,2,2,3,9.1,2.0,4,52.0,1,762.0,1,3,134.0
283,6558,15,74,11,5,-1.0,2,2,1,12.9,2.0,3,38.0,1,349.0,0,3,66.0
1121,2467,0,203,46,15,-1.0,0,0,2,20.1,2.0,8,11.0,1,1351.0,0,3,230.0
835,10993,0,217,25,25,9.0,1,1,3,23.4,2.0,3,9.0,1,1137.0,0,3,302.0
304,1620,15,216,5,5,-1.0,2,2,1,10.7,2.0,8,38.0,1,360.0,0,3,56.0
360,1584,2,213,4,4,-1.0,2,2,1,19.2,2.0,5,19.0,1,410.0,0,3,50.0
441,4186,0,4,12,4,-1.0,2,2,4,23.0,2.0,8,11.0,1,479.0,0,3,38.0
466,4447,15,93,19,5,-1.0,2,2,1,20.1,6.5,7,27.0,1,526.0,0,4,60.0
875,1700,1,29,10,5,12.0,2,2,1,8.0,2.0,1,50.0,1,928.0,0,3,53.0
581,1654,4,27,15,8,-1.0,2,2,4,11.0,2.0,4,27.0,1,665.0,0,3,84.0
755,0,15,200,7,7,-1.0,2,2,1,5.9,2.0,2,68.0,1,831.0,0,3,76.0
198,4440,1,218,21,0,6.0,1,1,2,19.4,2.0,8,20.0,1,288.0,0,3,90.0
1084,14221,1,128,12,6,-1.0,2,2,1,17.8,2.0,3,18.0,1,1126.0,0,3,42.0
965,4141,1,29,11,2,-1.0,2,2,3,26.2,2.0,8,11.0,1,1125.0,0,4,160.0
592,71151,16,171,10,4,-1.0,2,2,1,19.5,2.0,8,15.0,1,636.0,0,3,44.0
708,9798,0,221,29,15,7.0,2,2,3,18.7,6.5,3,10.0,1,746.0,0,3,38.0
1672,5188,2,211,24,6,13.0,2,2,3,22.9,2.0,2,11.0,1,1794.0,0,4,122.0
931,6000,13,169,32,11,-1.0,2,2,2,24.0,6.5,2,16.0,1,931.0,0,4,0.0
258,2851,5,56,3,2,-1.0,1,1,3,18.6,2.0,4,24.0,1,294.0,0,4,36.0
586,75000,12,21,28,17,3.0,0,0,1,21.9,-1.0,1,27.0,1,621.0,0,4,35.0
353,7436,12,108,38,23,2.0,2,2,3,21.5,6.5,4,25.0,1,481.0,0,4,128.0
180,9921,15,74,12,12,1.0,2,2,1,23.3,2.0,4,12.0,1,180.0,0,4,0.0
848,19048,3,136,11,11,-1.0,2,2,1,21.6,2.0,8,24.0,1,897.0,0,4,49.0
1321,8786,3,207,38,30,16.0,0,0,1,15.2,6.5,4,67.0,1,1377.0,0,4,56.0
100,32272,15,80,17,4,2.0,2,2,1,24.1,2.0,4,17.0,1,181.0,0,4,81.0
340,2170,15,93,21,4,-1.0,2,2,2,19.4,6.5,1,48.0,1,380.0,0,4,40.0
744,3545,1,148,7,5,-1.0,2,2,1,20.0,2.0,4,40.0,1,815.0,0,3,71.0
227,81357,15,59,15,2,-1.0,2,2,2,21.1,2.0,4,18.0,1,300.0,0,4,73.0
1515,7859,16,179,12,11,-1.0,0,0,2,13.9,2.0,7,27.0,1,1627.0,0,3,112.0
877,6252,12,28,27,20,12.0,2,2,1,21.0,2.0,1,30.0,1,931.0,0,3,54.0
1041,9060,16,171,21,8,-1.0,0,0,3,2.8,2.0,6,50.0,1,1140.0,1,3,99.0
332,3206,2,9,27,3,-1.0,2,2,3,1.2,2.0,7,34.0,1,385.0,1,3,53.0
727,6960,12,70,17,6,-1.0,2,2,1,14.8,2.0,8,45.0,1,775.0,0,3,48.0
802,6819,15,200,18,0,9.0,0,0,1,10.9,2.0,2,60.0,1,880.0,0,3,78.0
639,2008,1,121,27,12,-1.0,2,2,2,14.0,2.0,7,56.0,1,740.0,0,3,101.0
247,5484,5,102,0,0,-1.0,2,2,3,20.8,2.0,3,23.0,1,285.0,0,3,38.0
667,3053,13,144,7,7,-1.0,2,2,0,0.0,2.0,2,0.0,1,737.0,0,3,70.0
253,503,0,16,1,1,-1.0,2,2,1,17.5,2.0,4,12.0,1,288.0,0,3,35.0
1124,13679,0,168,42,42,14.0,2,2,3,11.9,2.0,7,20.0,1,1177.0,0,3,53.0
386,3801,7,40,2,2,-1.0,2,2,2,19.1,2.0,3,32.0,1,463.0,0,3,77.0
355,77945,12,108,17,16,3.0,2,2,1,14.0,2.0,8,20.0,1,399.0,0,3,44.0
675,3062,16,197,20,5,-1.0,2,2,1,13.0,2.0,8,10.0,1,758.0,0,3,83.0
608,6079,1,115,23,5,6.0,0,0,1,17.3,2.0,2,17.0,1,656.0,0,3,48.0
243,81334,2,209,48,1,-1.0,1,1,1,23.8,2.0,2,21.0,1,298.0,0,3,55.0
1501,10740,15,59,20,7,-1.0,2,2,3,16.2,6.5,1,52.0,1,1560.0,0,3,59.0
0,3743,1,202,0,0,-1.0,2,2,3,11.2,2.0,3,37.0,1,0.0,0,3,0.0
1667,5420,3,151,27,27,-1.0,2,2,1,18.0,2.0,3,11.0,1,1701.0,0,3,34.0
2055,15183,2,119,27,0,20.0,1,1,3,12.0,2.0,7,51.0,1,2055.0,1,3,0.0
609,1770,2,213,44,11,2.0,1,1,4,9.4,2.0,5,18.0,1,689.0,0,3,80.0
695,10274,1,125,15,3,14.0,2,2,1,14.9,2.0,3,14.0,1,745.0,0,3,50.0
1357,3332,1,115,13,14,-1.0,2,2,3,6.8,2.0,3,27.0,1,1432.0,0,2,75.0
1006,26154,15,39,10,10,-1.0,2,2,1,16.6,2.0,5,13.0,1,1078.0,0,3,72.0
548,3839,3,139,18,0,5.0,2,2,1,13.0,2.0,4,17.0,1,589.0,0,3,41.0
330,6214,15,23,13,7,-1.0,2,2,1,5.0,2.0,7,38.0,1,409.0,0,2,79.0
1142,6426,15,186,7,9,-1.0,2,2,2,10.9,2.0,3,33.0,1,1204.0,1,4,62.0
716,3930,2,9,23,7,-1.0,1,1,2,13.8,2.0,6,49.0,1,774.0,0,3,58.0
359,1093,16,76,13,4,-1.0,2,2,3,14.6,2.0,3,16.0,1,416.0,0,3,57.0
667,4704,9,0,11,7,4.0,2,2,3,4.0,2.0,5,48.0,1,728.0,0,3,61.0
323,3779,1,218,18,0,-1.0,2,2,3,0.0,-1.0,0,0.0,1,393.0,0,4,70.0
750,8389,7,42,4,4,-1.0,2,2,1,11.0,2.0,4,50.0,1,800.0,0,2,50.0
1526,13837,12,219,29,22,8.0,2,2,1,8.6,2.0,5,21.0,1,1631.0,0,2,105.0
704,3656,16,171,16,9,-1.0,1,1,1,12.0,2.0,2,34.0,1,756.0,0,3,52.0
433,2835,0,217,39,4,-1.0,2,2,1,24.3,2.0,7,28.0,1,463.0,0,3,30.0
585,1084,9,0,11,6,9.0,2,2,4,3.6,2.0,6,28.0,1,680.0,0,2,95.0
928,3723,2,210,26,5,-1.0,2,2,1,11.8,2.0,5,24.0,1,977.0,0,2,49.0
907,4817,1,115,8,10,-1.0,2,2,1,14.3,2.0,7,17.0,1,1029.0,0,3,122.0
3865,43383,16,55,35,0,24.0,1,1,2,21.8,2.0,6,24.0,0,3865.0,0,3,0.0
151,6053,8,61,3,0,-1.0,1,1,1,8.8,2.0,7,72.0,1,211.0,1,3,60.0
460,85323,2,213,5,5,-1.0,2,2,3,19.9,2.0,1,23.0,1,504.0,0,3,44.0
240,5580,13,51,30,12,1.0,1,1,1,15.7,2.0,2,22.0,1,337.0,0,3,97.0
