DSPT_REQ_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,FCLT_PLC_SCLSF_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM,golden_time_under_50min,arrival_time_diff,is_night,month_rcpt,dispatch_time_diff,FIRE_SUPESN_HR_log,DSPT_REQ_HR_log,FRSTN_GRNDS_DSTNC_log,CNTR_GRNDS_DSTNC_log,LFDAU_GRNDS_DSTNC_log,arrival_time_diff_log,dispatch_time_diff_log
821,12,219,10,10,14.0,2,2,1,4.9,6.5,6,38.0,1,841.0,0,2,20.0,8.060855752934316,6.71174039505618,2.3978952727983707,2.3978952727983707,2.70805020110221,6.7357800142423265,3.044522437723423
539,1,64,3,3,-1.0,1,1,3,23.7,6.5,7,42.0,1,701.0,0,5,162.0,8.17131687471973,6.29156913955832,1.3862943611198906,1.3862943611198906,-inf,6.553933404025811,5.093750200806762
474,1,125,13,11,2.0,2,2,1,1.2,2.0,2,37.0,1,543.0,0,2,69.0,7.560601162768557,6.163314804034641,2.6390573296152584,2.4849066497880004,1.0986122886681098,6.298949246855942,4.248495242049359
374,13,163,23,22,6.0,2,2,4,13.5,6.5,2,0.0,1,452.0,0,11,78.0,9.217713126305595,5.926926025970411,3.1780538303479458,3.1354942159291497,1.9459101490553132,6.115892125483034,4.3694478524670215
457,1,17,8,2,-1.0,2,2,1,5.8,2.0,1,53.0,1,481.0,1,12,24.0,5.293304824724492,6.126869184114185,2.1972245773362196,1.0986122886681098,-inf,6.1779441140506,3.2188758248682006
478,12,219,9,17,-1.0,2,2,1,28.7,15.0,1,22.0,1,554.0,0,5,76.0,8.186185994226083,6.171700597410915,2.302585092994046,2.8903717578961645,-inf,6.318968113746434,4.343805421853684
1252,0,152,28,0,10.0,2,2,3,19.3,2.0,2,62.0,1,1510.0,0,7,258.0,7.7823903355874595,7.133295954896068,3.367295829986474,0.0,2.3978952727983707,7.32052696227274,5.556828061699537
2607,1,123,12,12,11.0,2,2,2,29.3,6.5,1,33.0,1,2693.0,0,6,86.0,8.080237416216702,7.866338923046544,2.5649493574615367,2.5649493574615367,2.4849066497880004,7.898782356970309,4.465908118654584
295,15,186,3,3,-1.0,2,2,3,28.7,2.0,2,39.0,1,339.0,1,7,44.0,6.651571873589727,5.69035945432406,1.3862943611198906,1.3862943611198906,-inf,5.8289456176102075,3.8066624897703196
552,0,118,52,7,-1.0,1,1,1,12.9,2.0,5,55.0,1,672.0,1,5,120.0,7.3752557780097545,6.315358001522335,3.970291913552122,2.0794415416798357,-inf,6.511745329644728,4.795790545596741
273,1,121,10,6,1.0,2,2,1,23.0,2.0,4,75.0,1,313.0,0,7,40.0,7.720905251936779,5.6131281063880705,2.3978952727983707,1.9459101490553132,0.6931471805599453,5.749392985908253,3.713572066704308
1465,3,72,15,13,-1.0,2,2,2,6.6,2.0,2,57.0,1,1525.0,0,12,60.0,8.655562860681009,7.290292882446597,2.772588722239781,2.6390573296152584,-inf,7.330405211844402,4.110873864173311
449,0,221,32,32,6.0,2,2,3,26.9,2.0,1,60.0,1,487.0,0,8,38.0,8.45765547870004,6.1092475827643655,3.4965075614664802,3.4965075614664802,1.9459101490553132,6.1903154058531475,3.6635616461296463
512,1,29,3,3,-1.0,2,2,1,19.0,2.0,1,49.0,1,632.0,0,4,120.0,5.484796933490655,6.240275845170769,1.3862943611198906,1.3862943611198906,-inf,6.450470422144176,4.795790545596741
283,15,54,22,11,4.0,2,2,1,4.0,2.0,2,0.0,1,375.0,0,12,92.0,9.353141170607854,5.648974238161206,3.1354942159291497,2.4849066497880004,1.6094379124341003,5.929589143389895,4.532599493153256
358,1,218,21,13,5.0,2,2,1,21.7,2.0,7,17.0,1,567.0,0,5,209.0,9.007734471879521,5.883322388488279,3.091042453358316,2.6390573296152584,1.791759469228055,6.342121418721152,5.3471075307174685
680,13,169,8,11,-1.0,2,2,4,21.9,2.0,6,54.0,1,725.0,0,10,45.0,7.038783541388542,6.523562306149512,2.1972245773362196,2.4849066497880004,-inf,6.587550014824796,3.828641396489095
596,0,16,26,11,-1.0,0,0,4,15.8,15.0,8,18.0,1,633.0,0,4,37.0,11.333487745916086,6.391917113392602,3.295836866004329,2.4849066497880004,-inf,6.452048954437226,3.6375861597263857
1000,1,115,16,16,-1.0,2,2,4,13.1,2.0,8,32.0,1,1078.0,0,3,78.0,5.986452005284438,6.90875477931522,2.833213344056216,2.833213344056216,-inf,6.983789965258135,4.3694478524670215
483,1,202,12,3,-1.0,2,2,4,-6.5,2.0,6,38.0,1,615.0,0,1,132.0,6.580639137284949,6.182084906716632,2.5649493574615367,1.3862943611198906,-inf,6.423246963533519,4.890349128221754
591,2,181,14,6,-1.0,1,1,1,6.3,2.0,2,21.0,1,689.0,0,1,98.0,8.058643712215618,6.3835066348840055,2.70805020110221,1.9459101490553132,-inf,6.536691597591305,4.59511985013459
281,1,202,10,2,-1.0,2,2,1,7.7,2.0,8,44.0,1,341.0,0,3,60.0,7.496097345175956,5.641907070938114,2.3978952727983707,1.0986122886681098,-inf,5.834810737062605,4.110873864173311
1032,13,161,25,17,-1.0,2,2,3,33.0,2.0,4,42.0,1,1090.0,0,7,58.0,9.614738244123924,6.940222469119639,3.258096538021482,2.8903717578961645,-inf,6.994849985833071,4.07753744390572
803,3,44,27,8,-1.0,2,2,1,3.3,2.0,6,37.0,1,898.0,0,12,95.0,8.232706009860976,6.6895992691789665,3.332204510175204,2.1972245773362196,-inf,6.80128303447162,4.564348191467836
353,11,89,14,2,-1.0,2,2,1,3.0,2.0,8,31.0,1,506.0,0,1,153.0,8.940105213128122,5.869296913133774,2.70805020110221,1.0986122886681098,-inf,6.2285110035911835,5.0369526024136295
544,1,18,5,4,-1.0,2,2,4,3.7,2.0,5,0.0,1,590.0,0,1,46.0,6.398594934535208,6.300785794663244,1.791759469228055,1.6094379124341003,-inf,6.3818160174060985,3.8501476017100584
522,1,140,3,3,-1.0,2,2,1,20.3,2.0,3,0.0,1,572.0,0,6,50.0,6.802394763324311,6.259581464064923,1.3862943611198906,1.3862943611198906,-inf,6.35088571671474,3.9318256327243257
269,12,70,12,11,4.0,2,2,1,13.2,2.0,7,42.0,1,289.0,0,3,20.0,7.6586995582682995,5.598421958998375,2.5649493574615367,2.4849066497880004,1.6094379124341003,5.66988092298052,3.044522437723423
878,2,178,13,13,-1.0,2,2,3,31.5,2.0,3,52.9,1,896.0,0,8,18.0,6.077642243349034,6.778784897685177,2.6390573296152584,2.6390573296152584,-inf,6.799055862058796,2.9444389791664403
323,1,125,9,10,4.0,2,2,4,31.1,2.0,7,38.0,1,420.0,0,7,97.0,5.41610040220442,5.780743515792329,2.302585092994046,2.3978952727983707,1.6094379124341003,6.042632833682381,4.584967478670572
1046,13,79,8,8,-1.0,2,2,1,19.3,6.5,3,28.0,1,1092.0,0,3,46.0,6.660575149839686,6.953684210870537,2.1972245773362196,2.1972245773362196,-inf,6.996681488176539,3.8501476017100584
994,2,10,19,14,-1.0,2,2,2,12.4,2.0,6,22.0,1,1034.0,0,11,40.0,8.052296499538647,6.902742737158593,2.995732273553991,2.70805020110221,-inf,6.942156705699469,3.713572066704308
445,1,95,4,1,-1.0,1,1,3,8.0,2.0,8,55.0,1,510.0,0,11,65.0,6.459904454377535,6.100318952020064,1.6094379124341003,0.6931471805599453,-inf,6.236369590203704,4.189654742026425
325,10,150,20,4,-1.0,2,2,1,13.8,2.0,7,86.0,1,409.0,1,11,84.0,7.373374309910049,5.786897381366708,3.044522437723423,1.6094379124341003,-inf,6.016157159698354,4.442651256490317
283,11,142,0,6,-1.0,1,1,3,8.2,6.5,5,58.0,1,293.0,0,4,10.0,7.926602599181384,5.648974238161206,0.0,1.9459101490553132,-inf,5.683579767338681,2.3978952727983707
489,0,162,6,6,-1.0,2,2,3,7.1,2.0,3,45.0,1,594.0,0,12,105.0,9.289890650734192,6.194405391104672,1.9459101490553132,1.9459101490553132,-inf,6.38856140554563,4.663439094112067
3528,2,185,0,0,-1.0,1,1,3,13.0,2.0,2,75.0,0,3618.0,0,11,90.0,8.99230873254815,8.16876982367527,0.0,0.0,-inf,8.193953023563742,4.51085950651685
462,3,139,18,27,5.0,2,2,1,9.4,2.0,2,0.0,1,502.0,0,12,40.0,7.404887575616125,6.137727054086234,2.9444389791664403,3.332204510175204,1.791759469228055,6.220590170099739,3.713572066704308
892,2,180,12,8,-1.0,2,2,3,21.6,-1.0,1,20.0,1,937.0,0,4,45.0,7.323830566202317,6.794586580876499,2.5649493574615367,2.1972245773362196,-inf,6.843749949006225,3.828641396489095
1064,0,217,52,35,15.0,2,2,1,7.4,2.0,8,36.0,1,1111.0,0,4,47.0,7.853216388156072,6.970730078143525,3.970291913552122,3.58351893845611,2.772588722239781,7.013915474810528,3.871201010907891
1029,0,16,11,12,-1.0,1,1,0,24.9,2.0,2,29.0,1,1062.0,0,5,33.0,8.60666819784384,6.937314081223682,2.4849066497880004,2.5649493574615367,-inf,6.968850378341948,3.5263605246161616
1477,12,133,26,12,5.0,2,2,1,16.0,2.0,8,65.0,1,1510.0,0,4,33.0,6.595780513961311,7.298445101508147,3.295836866004329,2.5649493574615367,1.791759469228055,7.32052696227274,3.5263605246161616
303,1,121,5,1,-1.0,2,2,1,12.6,2.0,7,25.0,1,345.0,0,3,42.0,6.8679744089702925,5.717027701406222,1.791759469228055,0.6931471805599453,-inf,5.846438775057725,3.7612001156935624
1044,0,152,27,23,8.0,2,2,3,13.5,2.0,2,94.0,1,1142.0,1,7,98.0,8.271036865792954,6.951772164398911,3.332204510175204,3.1780538303479458,2.1972245773362196,7.04141166379481,4.59511985013459
300,15,92,19,5,-1.0,2,2,1,34.4,-1.0,2,25.2,1,382.0,0,7,82.0,8.350429973538136,5.707110264748875,2.995732273553991,1.791759469228055,-inf,5.948034989180646,4.418840607796598
178,3,12,32,1,-1.0,2,2,2,19.6,15.0,7,47.0,1,411.0,1,5,233.0,9.096163326913784,5.187385805840755,3.4965075614664802,0.6931471805599453,-inf,6.021023349349527,5.455321115357702
507,3,151,7,7,-1.0,2,2,1,10.9,2.0,6,43.0,1,542.0,0,4,35.0,4.941642422609304,6.230481447578482,2.0794415416798357,2.0794415416798357,-inf,6.297109319933935,3.58351893845611
531,3,35,13,7,-1.0,2,2,1,20.8,6.5,7,0.0,1,602.0,0,3,71.0,10.825541644299388,6.2766434893416445,2.6390573296152584,2.0794415416798357,-inf,6.401917196727186,4.276666119016055
716,1,218,12,4,-1.0,2,2,1,18.5,2.0,6,42.0,1,781.0,0,4,65.0,7.419380582918692,6.57507584059962,2.5649493574615367,1.6094379124341003,-inf,6.661854740545311,4.189654742026425
1889,1,205,19,5,-1.0,2,2,0,5.4,2.0,1,75.5,1,1995.0,0,3,106.0,8.64241515616962,7.5443321080536885,2.995732273553991,1.791759469228055,-inf,7.59890045687141,4.672828834461906
300,15,92,14,5,3.0,2,2,1,23.6,-1.0,2,66.8,1,371.0,1,7,71.0,8.006700845440367,5.707110264748875,2.70805020110221,1.791759469228055,1.3862943611198906,5.918893854273146,4.276666119016055
1104,12,21,25,25,12.0,2,2,1,17.7,2.0,3,36.0,1,1151.0,0,3,47.0,8.662504922576291,7.007600613951853,3.258096538021482,3.258096538021482,2.5649493574615367,7.049254841255837,3.871201010907891
691,15,200,14,8,-1.0,2,2,1,25.5,2.0,4,48.0,1,826.0,0,7,135.0,10.619520836882774,6.539585955617669,2.70805020110221,2.1972245773362196,-inf,6.717804695023691,4.912654885736052
448,1,17,9,3,-1.0,2,2,3,14.0,10.5,6,65.0,1,484.0,0,3,36.0,6.0867747269123065,6.1070228877422545,2.302585092994046,1.3862943611198906,-inf,6.184148890937483,3.6109179126442243
360,10,62,8,4,-1.0,2,2,3,19.2,2.0,3,54.0,1,397.0,0,5,37.0,8.841881989497114,5.8888779583328805,2.1972245773362196,1.6094379124341003,-inf,5.986452005284438,3.6375861597263857
597,13,79,12,12,-1.0,2,2,4,13.2,2.0,8,31.0,1,729.0,0,3,132.0,9.789478635924262,6.393590753950631,2.5649493574615367,2.5649493574615367,-inf,6.593044534142437,4.890349128221754
254,12,214,15,2,-1.0,2,2,3,11.1,6.5,7,21.0,1,280.0,0,4,26.0,8.501470230951002,5.541263545158426,2.772588722239781,1.0986122886681098,-inf,5.638354669333745,3.295836866004329
600,1,125,20,7,-1.0,2,2,4,34.2,2.0,1,28.0,1,741.0,0,7,141.0,5.811140992976701,6.398594934535208,3.044522437723423,2.0794415416798357,-inf,6.60934924316738,4.955827057601261
646,1,50,24,7,-1.0,2,2,3,14.6,2.0,3,24.0,1,690.0,0,11,44.0,8.260492856573185,6.472346294500901,3.2188758248682006,2.0794415416798357,-inf,6.53813982376767,3.8066624897703196
753,12,32,40,7,-1.0,2,2,2,9.0,2.0,7,52.0,1,875.0,0,12,122.0,8.560444233410552,6.625392368007956,3.713572066704308,2.0794415416798357,-inf,6.775366090936392,4.812184355372417
275,15,92,26,5,-1.0,2,2,3,21.1,6.5,4,46.0,1,324.0,0,10,49.0,9.16282938930513,5.62040086571715,3.295836866004329,1.791759469228055,-inf,5.783825182329737,3.912023005428146
624,1,125,7,2,-1.0,2,2,4,23.0,2.0,2,65.0,1,731.0,0,6,107.0,6.85751406254539,6.437751649736401,2.0794415416798357,1.0986122886681098,-inf,6.595780513961311,4.68213122712422
981,12,28,27,18,9.0,1,1,3,26.6,2.0,1,24.0,1,1589.0,0,5,608.0,9.31415970061518,6.889591308354466,3.332204510175204,2.9444389791664403,2.302585092994046,7.371489295214277,6.411818267709897
516,12,219,22,13,-1.0,2,2,1,15.9,2.0,7,35.0,1,654.0,0,2,138.0,8.649974302650056,6.248042874508429,3.1354942159291497,2.6390573296152584,-inf,6.484635235635252,4.9344739331306915
575,1,128,6,6,4.0,2,2,1,11.9,2.0,8,49.0,1,654.0,0,3,79.0,8.0774471493312,6.3561076606958915,1.9459101490553132,1.9459101490553132,1.6094379124341003,6.484635235635252,4.382026634673881
1287,2,9,16,14,7.0,2,2,3,14.4,2.0,3,31.0,1,1325.0,0,4,38.0,7.988542982737695,7.160845906664299,2.833213344056216,2.70805020110221,2.0794415416798357,7.189922170745808,3.6635616461296463
300,15,92,24,5,-1.0,2,2,4,24.7,2.0,5,62.2,1,374.0,0,7,74.0,7.503289630675082,5.707110264748875,3.2188758248682006,1.791759469228055,-inf,5.926926025970411,4.31748811353631
461,3,207,3,5,-1.0,2,2,2,14.1,6.5,3,19.0,1,531.0,0,4,70.0,9.230633075243945,6.135564891081739,1.3862943611198906,1.791759469228055,-inf,6.2766434893416445,4.2626798770413155
803,1,123,26,5,-1.0,2,2,1,8.0,6.5,3,18.0,1,845.0,0,3,42.0,8.674880467251832,6.6895992691789665,3.295836866004329,1.791759469228055,-inf,6.740519359606223,3.7612001156935624
343,2,73,5,5,-1.0,0,0,3,18.2,2.0,2,17.0,1,383.0,0,3,40.0,5.3471075307174685,5.840641657373398,1.791759469228055,1.791759469228055,-inf,5.950642552587727,3.713572066704308
1216,2,178,19,19,-1.0,2,2,3,1.4,2.0,5,73.8,1,1286.0,0,12,70.0,8.454892165218858,7.104144092987527,2.995732273553991,2.995732273553991,-inf,7.160069207596127,4.2626798770413155
364,2,10,4,4,-1.0,2,2,3,14.4,2.0,8,15.0,1,400.0,0,4,36.0,8.465478755729558,5.8998973535824915,1.6094379124341003,1.6094379124341003,-inf,5.993961427306569,3.6109179126442243
494,13,107,22,13,6.0,2,2,4,9.0,2.0,3,30.0,1,550.0,0,12,56.0,8.496786381638575,6.20455776256869,3.1354942159291497,2.6390573296152584,1.9459101490553132,6.311734809152915,4.04305126783455
1212,2,119,11,11,-1.0,2,2,1,11.4,2.0,3,0.0,1,1270.0,0,12,58.0,8.593969030218288,7.10085190894405,2.4849066497880004,2.4849066497880004,-inf,7.147559271189454,4.07753744390572
799,2,86,13,12,-1.0,2,2,1,14.1,2.0,8,40.0,1,922.0,0,2,123.0,7.183870715062453,6.684611727667927,2.6390573296152584,2.5649493574615367,-inf,6.827629234502852,4.820281565605037
177,1,160,25,15,3.0,2,2,1,30.8,2.0,8,0.0,1,237.0,0,7,60.0,6.8679744089702925,5.181783550292085,3.258096538021482,2.772588722239781,1.3862943611198906,5.472270673671475,4.110873864173311
266,13,43,20,20,4.0,2,2,1,11.1,6.5,7,34.0,1,307.0,0,11,41.0,6.29156913955832,5.58724865840025,3.044522437723423,3.044522437723423,1.6094379124341003,5.730099782973574,3.7376696182833684
1116,12,70,14,11,2.0,2,2,1,8.9,2.0,8,46.0,1,1136.0,0,3,20.0,8.229511118964457,7.018401799069201,2.70805020110221,2.4849066497880004,1.0986122886681098,7.036148493750536,3.044522437723423
626,15,216,30,14,9.0,2,2,3,10.0,2.0,7,70.0,1,675.0,0,11,49.0,8.709630081951286,6.440946540632921,3.4339872044851463,2.70805020110221,2.302585092994046,6.516193076042964,3.912023005428146
835,12,21,11,11,-1.0,2,2,1,12.4,2.0,7,25.0,1,906.0,0,3,71.0,9.534161491043838,6.728628613084702,2.4849066497880004,2.4849066497880004,-inf,6.810142450115136,4.276666119016055
685,1,29,13,9,-1.0,2,2,1,11.0,6.5,4,30.0,1,787.0,0,3,102.0,8.192847134592865,6.530877627725885,2.6390573296152584,2.302585092994046,-inf,6.669498089857879,4.634728988229636
693,1,29,12,5,-1.0,2,2,1,4.0,6.5,0,30.0,1,753.0,0,12,60.0,7.2305631534092925,6.542471960506805,2.5649493574615367,1.791759469228055,-inf,6.625392368007956,4.110873864173311
1319,0,221,28,14,6.0,2,2,1,26.6,20.0,2,41.0,1,1404.0,0,7,85.0,8.003697339094368,7.1853870155804165,3.367295829986474,2.70805020110221,1.9459101490553132,7.247792581767846,4.454347296253507
387,2,86,7,7,-1.0,2,2,1,9.1,2.0,8,42.0,1,438.0,0,3,51.0,8.46653127661401,5.961005339623274,2.0794415416798357,2.0794415416798357,-inf,6.0844994130751715,3.9512437185814275
1509,3,15,10,10,17.0,2,2,1,16.5,2.0,2,43.0,1,1684.0,0,4,175.0,6.421622267806518,7.31986492980897,2.3978952727983707,2.3978952727983707,2.8903717578961645,7.429520842786462,5.170483995038151
397,11,8,4,9,3.0,2,2,1,16.1,6.5,3,61.0,1,460.0,1,5,63.0,7.52131798019924,5.986452005284438,1.6094379124341003,2.302585092994046,1.3862943611198906,6.133398042996649,4.1588830833596715
1163,1,128,24,21,-1.0,2,2,2,33.5,2.0,3,32.0,1,1425.0,0,7,262.0,9.439704535103449,7.059617628291383,3.2188758248682006,3.091042453358316,-inf,7.262628600974241,5.572154032177765
758,12,143,56,10,10.0,2,2,1,4.9,2.0,7,42.0,1,868.0,1,1,110.0,9.237955539009157,6.63200177739563,4.04305126783455,2.3978952727983707,2.3978952727983707,6.767343125265392,4.709530201312334
954,1,123,16,8,-1.0,2,2,1,0.1,2.0,7,85.0,1,1113.0,1,11,159.0,7.401231264413015,6.86171134048073,2.833213344056216,2.1972245773362196,-inf,7.01571242048723,5.075173815233827
332,10,48,9,2,-1.0,2,2,2,18.6,2.0,3,68.0,1,371.0,1,6,39.0,7.679251425953058,5.808142489980444,2.302585092994046,1.0986122886681098,-inf,5.918893854273146,3.6888794541139363
578,3,15,8,8,-1.0,2,2,1,20.7,2.0,4,26.0,1,659.0,0,3,81.0,8.731013415269564,6.361302477572996,2.1972245773362196,2.1972245773362196,-inf,6.492239835020471,4.406719247264253
293,1,17,5,2,-1.0,2,2,1,20.7,2.0,7,18.0,1,366.0,0,4,73.0,6.304448802421981,5.683579767338681,1.791759469228055,1.0986122886681098,-inf,5.905361848054571,4.30406509320417
446,13,161,25,9,6.0,2,2,4,12.5,2.0,3,30.0,1,528.0,0,4,82.0,9.24763615671988,6.102558594613569,3.258096538021482,2.302585092994046,1.9459101490553132,6.270988431858299,4.418840607796598
648,1,128,8,5,5.0,2,2,3,13.0,6.5,6,22.0,1,762.0,0,4,114.0,7.135687347028144,6.47543271670409,2.1972245773362196,1.791759469228055,1.791759469228055,6.637258031284457,4.74493212836325
802,3,157,31,11,-1.0,2,2,3,28.0,2.0,3,41.9,1,884.0,0,6,82.0,7.0192966537150445,6.688354713946762,3.4657359027997265,2.4849066497880004,-inf,6.785587645007929,4.418840607796598
1063,13,43,12,10,-1.0,2,2,4,11.2,2.0,1,50.0,1,1130.0,1,4,67.0,7.462214939768189,6.96979066990159,2.5649493574615367,2.3978952727983707,-inf,7.030857476116121,4.219507705176107
696,0,16,18,18,-1.0,1,1,2,19.1,-1.0,8,46.0,1,732.0,1,10,36.0,8.252185436003328,6.546785410760524,2.9444389791664403,2.9444389791664403,-inf,6.597145701886651,3.6109179126442243
377,1,109,18,2,-1.0,0,0,3,22.1,2.0,6,0.0,1,475.0,1,7,98.0,7.206377291472252,5.934894195619588,2.9444389791664403,1.0986122886681098,-inf,6.16541785423142,4.59511985013459
564,6,62,6,4,-1.0,0,0,3,26.4,2.0,6,0.0,1,620.0,0,7,56.0,6.692083742506628,6.336825731146441,1.9459101490553132,1.6094379124341003,-inf,6.431331081933479,4.04305126783455
593,11,142,0,7,-1.0,2,2,1,20.7,2.0,1,41.0,1,644.0,0,5,51.0,7.326465613840322,6.386879319362645,0.0,2.0794415416798357,-inf,6.4692503167957724,3.9512437185814275
352,1,205,37,12,3.0,2,2,1,7.3,2.0,2,41.0,1,440.0,0,12,88.0,6.395261598115449,5.8664680569332965,3.6375861597263857,2.5649493574615367,1.3862943611198906,6.089044875446846,4.48863636973214
384,3,12,32,9,-1.0,2,2,1,30.6,10.5,3,40.0,1,437.0,0,6,53.0,9.06357899058078,5.953243334287785,3.4965075614664802,2.302585092994046,-inf,6.082218910376446,3.9889840465642745
702,15,200,12,25,10.0,2,2,2,25.7,6.5,5,43.0,1,778.0,0,7,76.0,9.057305735807121,6.555356891810665,2.5649493574615367,3.258096538021482,2.3978952727983707,6.658011045870748,4.343805421853684
461,12,124,13,4,-1.0,2,2,1,13.9,2.0,3,0.0,1,493.0,0,4,32.0,9.200895913148184,6.135564891081739,2.6390573296152584,1.6094379124341003,-inf,6.202535517187923,3.4965075614664802
646,15,59,10,10,-1.0,2,2,1,13.2,2.0,5,30.0,1,756.0,0,4,110.0,9.049702026013371,6.472346294500901,2.3978952727983707,2.3978952727983707,-inf,6.6293632534374485,4.709530201312334
720,2,9,7,3,-1.0,2,2,2,8.0,2.0,7,10.0,1,846.0,1,3,126.0,9.11007795003779,6.580639137284949,2.0794415416798357,1.3862943611198906,-inf,6.741700694652055,4.844187086458591
521,3,207,5,2,-1.0,0,0,3,3.8,2.0,3,31.0,1,561.0,1,2,40.0,8.252446090246952,6.257667587882639,1.791759469228055,1.0986122886681098,-inf,6.331501849893691,3.713572066704308
750,0,118,11,11,11.0,2,2,1,6.0,2.0,7,24.0,1,821.0,0,12,71.0,7.645875825184813,6.621405651764134,2.4849066497880004,2.4849066497880004,2.4849066497880004,6.71174039505618,4.276666119016055
299,15,23,15,7,-1.0,2,2,3,13.9,2.0,2,0.0,1,378.0,0,3,79.0,7.681560362559537,5.703782474656201,2.772588722239781,2.0794415416798357,-inf,5.937536205082426,4.382026634673881
528,16,132,15,15,10.0,2,2,4,15.6,2.0,6,20.9,1,666.0,0,3,138.0,8.657650544111494,6.270988431858299,2.772588722239781,2.772588722239781,2.3978952727983707,6.502790045915623,4.9344739331306915
568,0,221,7,7,16.0,2,2,1,15.6,2.0,1,28.0,1,612.0,0,3,44.0,7.909856667269403,6.343880434126331,2.0794415416798357,2.0794415416798357,2.833213344056216,6.418364935936212,3.8066624897703196
524,1,202,25,4,-1.0,1,1,1,16.0,6.5,1,41.0,1,674.0,0,4,150.0,9.220983532074662,6.263398262591624,3.258096538021482,1.6094379124341003,-inf,6.51471269087253,5.017279836814924
266,15,191,4,4,-1.0,2,2,1,14.7,2.0,4,21.0,1,299.0,0,3,33.0,7.167809184316444,5.58724865840025,1.6094379124341003,1.6094379124341003,-inf,5.703782474656201,3.5263605246161616
352,1,205,5,5,1.0,2,2,1,5.6,6.5,5,0.0,1,426.0,0,3,74.0,7.20934025660291,5.8664680569332965,1.791759469228055,1.791759469228055,0.6931471805599453,6.056784013228625,4.31748811353631
897,2,211,15,15,-1.0,2,2,3,-1.3,-1.0,7,0.0,1,1054.0,0,2,157.0,8.760139370026627,6.8001700683022,2.772588722239781,2.772588722239781,-inf,6.961296045910167,5.062595033026967
674,6,60,3,3,-1.0,2,2,3,4.6,2.0,1,53.0,1,713.0,0,1,39.0,6.626717749249025,6.51471269087253,1.3862943611198906,1.3862943611198906,-inf,6.570882962339584,3.6888794541139363
285,3,72,2,2,-1.0,2,2,1,5.9,2.0,2,36.0,1,329.0,0,2,44.0,7.3537223303996315,5.655991810819852,1.0986122886681098,1.0986122886681098,-inf,5.799092654460526,3.8066624897703196
302,7,85,3,3,-1.0,2,2,1,4.5,2.0,7,52.0,1,355.0,1,2,53.0,6.411818267709897,5.713732805509369,1.3862943611198906,1.3862943611198906,-inf,5.87493073085203,3.9889840465642745
589,3,88,13,13,-1.0,2,2,4,20.1,2.0,7,18.0,1,675.0,0,4,86.0,7.2813856635702825,6.380122536899765,2.6390573296152584,2.6390573296152584,-inf,6.516193076042964,4.465908118654584
290,16,194,4,2,-1.0,2,2,3,12.9,2.0,7,75.0,1,416.0,0,3,126.0,8.208219383496834,5.673323267171493,1.6094379124341003,1.0986122886681098,-inf,6.0330862217988015,4.844187086458591
459,2,73,17,17,4.0,2,2,1,13.1,2.0,8,20.0,1,535.0,0,3,76.0,9.243871855184976,6.131226489483141,2.8903717578961645,2.8903717578961645,1.6094379124341003,6.284134161070802,4.343805421853684
479,1,158,3,3,-1.0,2,2,1,2.7,2.0,5,23.0,1,613.0,0,1,134.0,7.052721049232323,6.173786103901937,1.3862943611198906,1.3862943611198906,-inf,6.419994928147142,4.90527477843843
146,1,114,5,2,1.0,0,0,3,1.1,2.0,2,95.1,1,322.0,1,1,176.0,6.135564891081739,4.990432586778736,1.791759469228055,1.0986122886681098,0.6931471805599453,5.777652323222656,5.176149732573829
112,12,7,15,15,2.0,2,2,1,4.3,2.0,8,0.0,1,175.0,0,2,63.0,8.944028325260595,4.727387818712341,2.772588722239781,2.772588722239781,1.0986122886681098,5.170483995038151,4.1588830833596715
484,15,74,8,5,-1.0,2,2,1,3.3,2.0,5,31.0,1,539.0,0,2,55.0,5.945420608606575,6.184148890937483,2.1972245773362196,1.791759469228055,-inf,6.29156913955832,4.02535169073515
1982,12,219,20,7,6.0,2,2,1,13.1,6.5,5,19.0,1,1985.0,0,3,3.0,9.035272443893536,7.592366128519796,3.044522437723423,2.0794415416798357,1.9459101490553132,7.593877844605118,1.3862943611198906
423,1,159,5,3,-1.0,2,2,1,12.1,2.0,7,28.0,1,492.0,0,3,69.0,6.725033642166843,6.049733455231958,1.791759469228055,1.3862943611198906,-inf,6.20050917404269,4.248495242049359
289,8,173,3,2,-1.0,1,1,1,7.4,2.0,4,0.0,1,357.0,1,3,68.0,6.580639137284949,5.66988092298052,1.3862943611198906,1.0986122886681098,-inf,5.8805329864007,4.23410650459726
504,7,42,7,7,-1.0,2,2,1,9.3,2.0,8,15.0,1,549.0,0,1,45.0,6.429719478039138,6.22455842927536,2.0794415416798357,2.0794415416798357,-inf,6.309918278226516,3.828641396489095
389,15,59,10,10,6.0,2,2,1,8.5,2.0,7,42.0,1,556.0,0,2,167.0,9.344783848525674,5.966146739123692,2.3978952727983707,2.3978952727983707,1.9459101490553132,6.322565239927284,5.123963979403259
