DSPT_REQ_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,FCLT_PLC_SCLSF_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM,golden_time_under_50min,arrival_time_diff,is_night,month_rcpt,dispatch_time_diff,FIRE_SUPESN_HR_log,DSPT_REQ_HR_log,FRSTN_GRNDS_DSTNC_log,CNTR_GRNDS_DSTNC_log,LFDAU_GRNDS_DSTNC_log,arrival_time_diff_log,dispatch_time_diff_log
390,2,119,14,3,-1.0,2,2,4,13.8,2.0,2,0.0,1,449.0,0,1,59.0,8.565030520830398,5.968707559985366,2.70805020110221,1.3862943611198906,-inf,6.1092475827643655,4.0943445622221
2687,8,53,4,3,-1.0,1,1,1,-2.3,2.0,3,80.0,1,2858.0,1,1,171.0,8.689632748355741,7.89655270164304,1.6094379124341003,1.3862943611198906,-inf,7.958227192322312,5.147494476813453
612,15,59,22,10,-1.0,2,2,1,0.0,-1.0,0,0.0,1,649.0,0,2,37.0,7.498869733976931,6.418364935936212,3.1354942159291497,2.3978952727983707,-inf,6.476972362889683,3.6375861597263857
1320,0,220,22,17,20.0,1,1,3,13.7,2.0,8,55.0,1,1380.0,0,2,60.0,9.87513951702064,7.186144304522325,3.1354942159291497,2.8903717578961645,3.044522437723423,7.2305631534092925,4.110873864173311
977,0,4,28,1,-1.0,2,2,2,0.5,6.5,7,30.0,1,1139.0,0,2,162.0,9.222861652529854,6.885509670034818,3.367295829986474,0.6931471805599453,-inf,7.038783541388542,5.093750200806762
361,1,148,5,3,-1.0,2,2,1,12.6,2.0,6,13.0,1,446.0,0,2,85.0,7.833203948641057,5.8916442118257715,1.791759469228055,1.3862943611198906,-inf,6.102558594613569,4.454347296253507
986,10,150,12,12,-1.0,1,1,3,2.8,2.0,8,19.0,1,994.0,0,2,8.0,7.896924656268864,6.894670039433482,2.5649493574615367,2.5649493574615367,-inf,6.902742737158593,2.1972245773362196
424,3,112,22,5,-1.0,0,0,4,11.0,2.0,5,29.0,1,484.0,0,2,60.0,9.208638925336425,6.052089168924417,3.1354942159291497,1.791759469228055,-inf,6.184148890937483,4.110873864173311
270,15,23,19,4,-1.0,2,2,1,10.2,2.0,5,17.0,1,313.0,0,2,43.0,8.438582790834326,5.602118820879701,2.995732273553991,1.6094379124341003,-inf,5.749392985908253,3.784189633918261
1145,3,112,25,17,-1.0,2,2,1,23.0,6.5,8,21.0,1,1248.0,0,2,103.0,11.141499399085486,7.044032897274685,3.258096538021482,2.8903717578961645,-inf,7.130098510125578,4.6443908991413725
77,2,46,15,2,-1.0,2,2,1,0.0,6.5,5,61.5,1,114.0,1,2,37.0,7.4342573821331355,4.356708826689592,2.772588722239781,1.0986122886681098,-inf,4.74493212836325,3.6375861597263857
799,4,27,16,6,-1.0,1,1,3,3.7,2.0,2,42.0,1,889.0,0,2,90.0,7.822845290279774,6.684611727667927,2.833213344056216,1.9459101490553132,-inf,6.7912214627261855,4.51085950651685
316,12,28,4,4,-1.0,2,2,3,11.9,6.5,2,15.0,1,381.0,0,2,65.0,7.75833346749091,5.75890177387728,1.6094379124341003,1.6094379124341003,-inf,5.945420608606575,4.189654742026425
733,11,81,5,0,-1.0,2,2,3,-1.0,2.0,5,39.0,1,809.0,0,2,76.0,7.014814351275545,6.598509028614515,1.791759469228055,0.0,-inf,6.697034247666484,4.343805421853684
912,12,32,31,12,-1.0,2,2,1,11.8,6.5,5,12.4,1,1014.0,0,2,102.0,7.731053144007127,6.816735880594968,3.4657359027997265,2.5649493574615367,-inf,6.922643891475888,4.634728988229636
493,3,15,6,6,-1.0,2,2,2,11.5,2.0,6,11.0,1,612.0,0,2,119.0,9.097171673870545,6.202535517187923,1.9459101490553132,1.9459101490553132,-inf,6.418364935936212,4.787491742782046
259,8,91,1,1,-1.0,0,0,1,-2.9,2.0,4,38.0,1,276.0,1,2,17.0,7.1891677384203225,5.560681631015528,0.6931471805599453,0.6931471805599453,-inf,5.6240175061873385,2.8903717578961645
662,5,62,19,5,-1.0,2,2,1,19.6,-1.0,7,36.0,1,760.0,0,2,98.0,9.037176752966994,6.4967749901858625,2.995732273553991,1.791759469228055,-inf,6.634633357861686,4.59511985013459
990,0,168,28,27,11.0,1,1,1,11.9,2.0,6,30.0,1,1023.0,0,2,33.0,11.054201975059602,6.898714534329988,3.367295829986474,3.332204510175204,2.4849066497880004,6.931471805599453,3.5263605246161616
483,1,159,5,2,-1.0,2,2,1,3.8,2.0,7,23.0,1,517.0,0,2,34.0,5.634789603169249,6.182084906716632,1.791759469228055,1.0986122886681098,-inf,6.249975242259483,3.5553480614894135
272,15,186,18,2,-1.0,2,2,1,9.5,2.0,2,15.0,1,403.0,0,2,131.0,7.228388451573604,5.60947179518496,2.9444389791664403,1.0986122886681098,-inf,6.0014148779611505,4.882801922586371
698,2,178,20,10,5.0,2,2,4,9.3,2.0,1,23.0,1,772.0,0,2,74.0,7.629975707027789,6.54965074223381,3.044522437723423,2.3978952727983707,1.791759469228055,6.650279048587422,4.31748811353631
300,15,111,14,5,-1.0,1,1,1,6.8,2.0,5,23.0,1,306.0,0,2,6.0,7.83241092718792,5.707110264748875,2.70805020110221,1.791759469228055,-inf,5.726847747587197,1.9459101490553132
644,15,92,28,18,9.0,2,2,1,7.7,2.0,5,25.0,1,697.0,0,2,53.0,7.205635176410364,6.4692503167957724,3.367295829986474,2.9444389791664403,2.302585092994046,6.548219102762372,3.9889840465642745
512,2,209,25,13,11.0,2,2,3,22.8,2.0,8,28.0,1,768.0,0,2,256.0,6.77078942390898,6.240275845170769,3.258096538021482,2.6390573296152584,2.4849066497880004,6.645090969505644,5.54907608489522
922,1,95,9,5,-1.0,2,2,3,7.2,2.0,6,33.0,1,1008.0,0,2,86.0,7.379008127628304,6.827629234502852,2.302585092994046,1.791759469228055,-inf,6.9167150203536085,4.465908118654584
1030,3,88,32,11,-1.0,2,2,4,16.8,6.5,7,33.0,1,1073.0,0,2,43.0,8.519989278718239,6.93828448401696,3.4965075614664802,2.4849066497880004,-inf,6.97914527506881,3.784189633918261
418,0,220,21,21,5.0,2,2,1,13.5,2.0,8,39.0,1,446.0,0,2,28.0,7.950502434808851,6.037870919922137,3.091042453358316,3.091042453358316,1.791759469228055,6.102558594613569,3.367295829986474
300,0,220,38,7,-1.0,1,1,3,-8.2,2.0,5,34.0,1,660.0,0,2,360.0,10.89897755957152,5.707110264748875,3.6635616461296463,2.0794415416798357,-inf,6.493753839851686,5.8888779583328805
841,1,205,13,8,8.0,2,2,1,5.0,2.0,7,17.0,1,914.0,0,2,73.0,7.948031990637284,6.7357800142423265,2.6390573296152584,2.1972245773362196,2.1972245773362196,6.818924065275521,4.30406509320417
1349,15,54,26,12,11.0,2,2,3,14.7,6.5,3,38.0,1,1383.0,0,2,34.0,10.730400473259067,7.2078598714324755,3.295836866004329,2.5649493574615367,2.4849066497880004,7.232733136177615,3.5553480614894135
255,1,95,4,1,-1.0,0,0,1,-5.0,2.0,7,40.0,1,260.0,1,2,5.0,6.890609120147166,5.545177444479562,1.6094379124341003,0.6931471805599453,-inf,5.564520407322694,1.791759469228055
355,10,48,9,2,-1.0,0,0,1,8.0,2.0,3,11.0,1,404.0,0,2,49.0,8.374938143835367,5.87493073085203,2.302585092994046,1.0986122886681098,-inf,6.003887067106539,3.912023005428146
773,3,207,23,16,5.0,2,2,1,14.2,10.5,8,38.0,1,854.0,0,2,81.0,7.744569809354496,6.651571873589727,3.1780538303479458,2.833213344056216,1.791759469228055,6.75110146893676,4.406719247264253
802,3,139,16,16,-1.0,2,2,3,22.1,6.5,8,19.0,1,919.0,0,2,117.0,11.084155905330146,6.688354713946762,2.833213344056216,2.833213344056216,-inf,6.824373670043086,4.770684624465665
503,12,22,25,7,-1.0,2,2,1,8.3,2.0,5,22.0,1,583.0,0,2,80.0,8.782322859397507,6.222576268071369,3.258096538021482,2.0794415416798357,-inf,6.369900982828227,4.394449154672439
666,16,132,22,18,-1.0,2,2,1,22.9,6.5,8,18.0,1,820.0,0,2,154.0,11.070085538995333,6.502790045915623,3.1354942159291497,2.9444389791664403,-inf,6.710523109452428,5.043425116919247
905,12,124,11,11,2.0,2,2,1,4.6,2.0,7,0.0,1,907.0,0,2,2.0,9.917439766154132,6.80903930604298,2.4849066497880004,2.4849066497880004,1.0986122886681098,6.811244378601294,1.0986122886681098
574,1,96,5,5,-1.0,2,2,1,8.8,2.0,8,46.0,1,643.0,0,2,69.0,0.0,6.354370040797351,1.791759469228055,1.791759469228055,-inf,6.467698726104354,4.248495242049359
393,7,85,5,4,-1.0,2,2,3,9.4,6.5,8,44.0,1,474.0,0,1,81.0,6.732210706467206,5.976350909297934,1.791759469228055,1.6094379124341003,-inf,6.163314804034641,4.406719247264253
1076,3,12,45,21,4.0,2,2,2,6.0,2.0,3,43.0,1,1137.0,0,1,61.0,9.016755622903517,6.981934677156389,3.828641396489095,3.091042453358316,1.6094379124341003,7.037027614686276,4.127134385045092
562,5,57,8,7,2.0,2,2,1,-1.9,2.0,5,45.0,1,670.0,0,1,108.0,7.2115567333138015,6.333279628139691,2.1972245773362196,2.0794415416798357,1.0986122886681098,6.508769136971682,4.6913478822291435
804,3,134,59,5,-1.0,2,2,3,-3.7,6.5,1,44.0,1,863.0,0,1,59.0,8.169053149927343,6.690842277418564,4.0943445622221,1.791759469228055,-inf,6.761572768804055,4.0943445622221
399,2,209,25,14,6.0,2,2,1,9.1,2.0,3,26.0,1,399.0,0,2,0.0,8.21932609390609,5.991464547107982,3.258096538021482,2.70805020110221,1.9459101490553132,5.991464547107982,0.0
772,1,121,14,3,-1.0,2,2,1,-6.1,2.0,5,71.0,1,809.0,0,2,37.0,7.549609165154532,6.650279048587422,2.70805020110221,1.3862943611198906,-inf,6.697034247666484,3.6375861597263857
565,12,129,12,12,12.0,2,2,1,4.4,2.0,5,41.0,1,749.0,0,2,184.0,8.465268118551318,6.338594078203183,2.5649493574615367,2.5649493574615367,2.5649493574615367,6.620073206530356,5.220355825078324
403,3,112,5,5,-1.0,2,2,3,2.4,6.5,8,22.0,1,453.0,0,2,50.0,8.740976538017787,6.0014148779611505,1.791759469228055,1.791759469228055,-inf,6.118097198041348,3.9318256327243257
1277,2,210,8,8,-1.0,2,2,3,3.1,-1.0,6,33.0,1,1327.0,0,2,50.0,7.975564658495202,7.15305163493748,2.1972245773362196,2.1972245773362196,-inf,7.191429330036379,3.9318256327243257
644,1,29,14,3,-1.0,1,1,3,1.0,2.0,8,33.0,1,709.0,0,2,65.0,7.500529485395295,6.4692503167957724,2.70805020110221,1.3862943611198906,-inf,6.565264970035361,4.189654742026425
584,11,8,8,12,10.0,2,2,1,-0.4,2.0,7,40.0,1,618.0,0,2,34.0,7.167809184316444,6.371611847231857,2.1972245773362196,2.5649493574615367,2.3978952727983707,6.428105272684596,3.5553480614894135
405,7,85,3,5,-1.0,2,2,1,0.5,-1.0,7,29.0,1,475.0,0,1,70.0,6.682108597449809,6.0063531596017325,1.3862943611198906,1.791759469228055,-inf,6.16541785423142,4.2626798770413155
584,3,198,10,7,-1.0,2,2,4,5.9,2.0,8,25.0,1,635.0,0,2,51.0,8.067462667010057,6.371611847231857,2.3978952727983707,2.0794415416798357,-inf,6.455198563340122,3.9512437185814275
707,3,151,36,9,-1.0,2,2,1,4.1,15.0,7,0.0,1,741.0,0,2,34.0,8.355144739461839,6.56244409369372,3.6109179126442243,2.302585092994046,-inf,6.60934924316738,3.5553480614894135
1174,3,157,15,15,-1.0,2,2,1,6.2,2.0,8,21.0,1,1240.0,0,2,66.0,7.755767170102998,7.069023426578259,2.772588722239781,2.772588722239781,-inf,7.123672785204607,4.204692619390966
677,2,213,20,7,-1.0,2,2,1,-4.2,2.0,8,38.0,1,726.0,1,1,49.0,9.292657414465397,6.519147287940395,3.044522437723423,2.0794415416798357,-inf,6.588926477533519,3.912023005428146
459,1,202,13,4,-1.0,2,2,1,9.1,2.0,7,45.0,1,541.0,0,2,82.0,5.755742213586912,6.131226489483141,2.6390573296152584,1.6094379124341003,-inf,6.295266001439646,4.418840607796598
839,1,123,20,11,6.0,2,2,1,14.3,6.5,7,20.0,1,908.0,0,2,69.0,8.181720455128108,6.733401891837359,3.044522437723423,2.4849066497880004,1.9459101490553132,6.812345094177479,4.248495242049359
579,1,50,5,5,-1.0,2,2,1,10.2,2.0,8,40.0,1,634.0,0,2,55.0,5.82600010738045,6.363028103540465,1.791759469228055,1.791759469228055,-inf,6.453624998892692,4.02535169073515
344,2,213,25,5,-1.0,2,2,4,16.3,2.0,2,23.0,1,379.0,0,2,35.0,8.41316512099219,5.84354441703136,3.258096538021482,1.791759469228055,-inf,5.940171252720432,3.58351893845611
1051,1,125,26,10,13.0,2,2,2,10.2,2.0,5,40.0,1,1139.0,0,2,88.0,8.83884181343129,6.9584483932976555,3.295836866004329,2.3978952727983707,2.6390573296152584,7.038783541388542,4.48863636973214
685,1,205,29,5,6.0,1,1,1,4.1,2.0,6,66.0,1,721.0,0,2,36.0,7.02108396428914,6.530877627725885,3.4011973816621555,1.791759469228055,1.9459101490553132,6.582025138892826,3.6109179126442243
288,12,28,3,3,-1.0,2,2,1,10.0,2.0,1,26.0,1,288.0,0,2,0.0,11.140498535938862,5.666426688112432,1.3862943611198906,1.3862943611198906,-inf,5.666426688112432,0.0
598,3,12,21,5,-1.0,2,2,4,5.2,6.5,8,32.0,1,686.0,0,2,88.0,7.266827347520591,6.395261598115449,3.091042453358316,1.791759469228055,-inf,6.532334292222349,4.48863636973214
993,3,12,9,9,-1.0,2,2,1,12.1,2.0,7,31.0,1,1071.0,0,2,78.0,8.340456012916183,6.901737206656574,2.302585092994046,2.302585092994046,-inf,6.977281341630747,4.3694478524670215
412,2,178,25,10,4.0,2,2,1,19.1,2.0,4,0.0,1,483.0,0,2,71.0,8.121183242078828,6.023447592961033,3.258096538021482,2.3978952727983707,1.6094379124341003,6.182084906716632,4.276666119016055
478,3,130,1,1,-1.0,2,2,3,7.2,2.0,8,21.0,1,523.0,0,2,45.0,8.294799358992574,6.171700597410915,0.6931471805599453,0.6931471805599453,-inf,6.261491684321042,3.828641396489095
1076,0,217,23,23,19.0,2,2,2,6.4,2.0,2,70.0,1,1123.0,0,2,47.0,8.458716261657262,6.981934677156389,3.1780538303479458,3.1780538303479458,2.995732273553991,7.024649030453636,3.871201010907891
951,3,157,15,6,-1.0,2,2,1,14.3,2.0,8,29.0,1,988.0,0,2,37.0,8.17695386822578,6.858565034791365,2.772588722239781,1.9459101490553132,-inf,6.8966943316227125,3.6375861597263857
295,3,134,57,2,-1.0,2,2,1,2.7,2.0,2,52.0,1,411.0,0,2,116.0,7.546974117516527,5.69035945432406,4.060443010546419,1.0986122886681098,-inf,6.021023349349527,4.762173934797756
600,13,163,35,6,-1.0,2,2,1,14.1,2.0,7,26.0,1,651.0,0,2,51.0,8.506334448081361,6.398594934535208,3.58351893845611,1.9459101490553132,-inf,6.480044561926653,3.9512437185814275
998,0,87,20,11,-1.0,2,2,4,6.4,2.0,7,27.0,1,1033.0,0,2,35.0,9.679468618185965,6.906754778648554,3.044522437723423,2.4849066497880004,-inf,6.9411900550683745,3.58351893845611
240,5,48,5,2,2.0,2,2,3,12.7,6.5,8,30.0,1,289.0,0,2,49.0,7.776535028185241,5.484796933490655,1.791759469228055,1.0986122886681098,1.0986122886681098,5.66988092298052,3.912023005428146
719,2,119,18,7,-1.0,2,2,1,-2.6,2.0,5,0.0,1,764.0,1,2,45.0,8.835937789319836,6.579251212010101,2.9444389791664403,2.0794415416798357,-inf,6.639875833826536,3.828641396489095
716,2,86,12,11,-1.0,0,0,1,4.0,2.0,4,32.0,1,760.0,0,2,44.0,7.476472381163905,6.57507584059962,2.5649493574615367,2.4849066497880004,-inf,6.634633357861686,3.8066624897703196
514,0,168,15,15,4.0,1,1,1,4.7,6.5,3,47.0,1,582.0,0,2,68.0,9.736547097780475,6.244166900663736,2.772588722239781,2.772588722239781,1.6094379124341003,6.368187186350492,4.23410650459726
359,5,48,4,2,1.0,2,2,3,12.9,2.0,7,36.0,1,359.0,0,2,0.0,6.447305862541213,5.886104031450156,1.6094379124341003,1.0986122886681098,0.6931471805599453,5.886104031450156,0.0
235,12,108,0,0,-1.0,2,2,3,18.9,2.0,3,16.0,1,295.0,0,2,60.0,9.333442569110167,5.4638318050256105,0.0,0.0,-inf,5.69035945432406,4.110873864173311
942,12,21,13,13,4.0,2,2,1,18.7,2.0,1,22.0,1,942.0,0,2,0.0,8.136810863675537,6.849066282633458,2.6390573296152584,2.6390573296152584,1.6094379124341003,6.849066282633458,0.0
660,13,51,29,6,-1.0,2,2,1,16.2,2.0,3,24.0,1,1106.0,0,2,446.0,8.045908742270779,6.493753839851686,3.4011973816621555,1.9459101490553132,-inf,7.009408932708637,6.102558594613569
236,9,0,10,0,4.0,2,2,4,13.7,2.0,2,27.0,1,309.0,0,2,73.0,7.298445101508147,5.4680601411351315,2.3978952727983707,0.0,1.6094379124341003,5.736572297479192,4.30406509320417
1143,13,107,12,12,-1.0,2,2,1,15.7,2.0,2,26.0,1,1241.0,0,2,98.0,7.884952945759814,7.042286171939743,2.5649493574615367,2.5649493574615367,-inf,7.124478262493424,4.59511985013459
303,5,48,6,2,-1.0,1,1,3,11.5,2.0,5,66.0,1,364.0,0,2,61.0,7.989560449333865,5.717027701406222,1.9459101490553132,1.0986122886681098,-inf,5.8998973535824915,4.127134385045092
617,5,57,12,5,-1.0,2,2,3,12.3,2.0,2,66.0,1,640.0,0,2,23.0,6.782192056006791,6.42648845745769,2.5649493574615367,1.791759469228055,-inf,6.46302945692067,3.1780538303479458
360,4,27,3,6,-1.0,2,2,3,3.5,2.0,8,82.0,1,511.0,1,2,151.0,7.536363938404511,5.8888779583328805,1.3862943611198906,1.9459101490553132,-inf,6.238324625039508,5.0238805208462765
1070,3,35,8,16,-1.0,1,1,1,17.6,2.0,2,0.0,1,1106.0,0,2,36.0,8.156797046675651,6.976348070447749,2.1972245773362196,2.833213344056216,-inf,7.009408932708637,3.6109179126442243
628,1,146,8,1,-1.0,2,2,3,13.9,2.0,3,21.0,1,672.0,0,2,44.0,7.273786317844895,6.444131256700441,2.1972245773362196,0.6931471805599453,-inf,6.511745329644728,3.8066624897703196
1771,12,110,45,7,-1.0,2,2,1,9.0,2.0,1,65.0,1,1771.0,0,2,0.0,8.081784206935001,7.4798641311650265,3.828641396489095,2.0794415416798357,-inf,7.4798641311650265,0.0
375,8,2,7,1,-1.0,2,2,3,13.1,2.0,7,27.0,1,440.0,0,2,65.0,8.812099108957337,5.929589143389895,2.0794415416798357,0.6931471805599453,-inf,6.089044875446846,4.189654742026425
356,15,80,27,18,6.0,2,2,1,15.4,2.0,3,49.0,1,402.0,0,3,46.0,7.857867559331803,5.877735781779639,3.332204510175204,2.9444389791664403,1.9459101490553132,5.998936561946683,3.8501476017100584
635,10,150,10,6,-1.0,2,2,1,16.0,2.0,2,36.0,1,635.0,0,2,0.0,7.682943169878292,6.455198563340122,2.3978952727983707,1.9459101490553132,-inf,6.455198563340122,0.0
290,1,123,8,8,1.0,2,2,1,1.7,2.0,2,0.0,1,412.0,0,2,122.0,7.3758821482150125,5.673323267171493,2.1972245773362196,2.1972245773362196,0.6931471805599453,6.023447592961033,4.812184355372417
336,1,95,5,5,-1.0,1,1,1,7.0,2.0,5,75.0,1,396.0,1,2,60.0,5.955837369464831,5.820082930352362,1.791759469228055,1.791759469228055,-inf,5.983936280687191,4.110873864173311
1129,1,123,25,11,6.0,2,2,1,13.9,-1.0,4,36.0,1,1197.0,0,2,68.0,8.68777949199177,7.029972911706386,3.258096538021482,2.4849066497880004,1.9459101490553132,7.088408778675395,4.23410650459726
50,1,109,18,3,-1.0,2,2,1,10.1,2.0,5,0.0,1,60.0,0,2,10.0,7.4127640174265625,3.9318256327243257,2.9444389791664403,1.3862943611198906,-inf,4.110873864173311,2.3978952727983707
405,8,172,6,2,-1.0,1,1,1,7.0,2.0,2,45.0,1,465.0,1,2,60.0,6.021023349349527,6.0063531596017325,1.9459101490553132,1.0986122886681098,-inf,6.144185634125646,4.110873864173311
470,1,95,5,5,-1.0,1,1,1,7.0,2.0,4,64.0,1,554.0,1,2,84.0,6.363028103540465,6.154858094016418,1.791759469228055,1.791759469228055,-inf,6.318968113746434,4.442651256490317
508,15,92,21,16,6.0,1,1,1,14.8,-1.0,4,29.0,1,552.0,0,2,44.0,7.964503363551548,6.2324480165505225,3.091042453358316,2.833213344056216,1.9459101490553132,6.315358001522335,3.8066624897703196
448,1,218,32,10,2.0,2,2,1,14.2,2.0,1,29.0,1,508.0,0,2,60.0,7.377133712833954,6.1070228877422545,3.4965075614664802,2.3978952727983707,1.0986122886681098,6.2324480165505225,4.110873864173311
128,1,128,24,1,-1.0,1,1,1,15.3,6.5,6,11.0,1,273.0,0,2,145.0,9.25023393563786,4.859812404361672,3.2188758248682006,0.6931471805599453,-inf,5.6131281063880705,4.983606621708336
445,1,17,12,5,-1.0,2,2,3,9.3,2.0,4,39.0,1,492.0,0,2,47.0,6.0014148779611505,6.100318952020064,2.5649493574615367,1.791759469228055,-inf,6.20050917404269,3.871201010907891
503,1,205,3,0,4.0,2,2,3,4.4,2.0,6,0.0,1,552.0,0,2,49.0,7.765993079407675,6.222576268071369,1.3862943611198906,0.0,1.6094379124341003,6.315358001522335,3.912023005428146
601,1,158,11,2,-1.0,2,2,3,12.6,2.0,3,48.0,1,714.0,0,2,113.0,0.0,6.400257445308821,2.4849066497880004,1.0986122886681098,-inf,6.5722825426940075,4.736198448394496
437,1,218,18,2,-1.0,2,2,4,16.0,2.0,2,0.0,1,488.0,0,2,51.0,8.043020885298283,6.082218910376446,2.9444389791664403,1.0986122886681098,-inf,6.192362489474872,3.9512437185814275
1687,0,217,20,0,15.0,2,2,2,10.0,2.0,4,35.0,1,1927.0,0,2,240.0,9.54987932996818,7.431299675155903,3.044522437723423,0.0,2.772588722239781,7.564238475170491,5.484796933490655
454,1,17,7,2,-1.0,2,2,1,16.4,2.0,1,28.0,1,528.0,0,2,74.0,7.98514393119862,6.12029741895095,2.0794415416798357,1.0986122886681098,-inf,6.270988431858299,4.31748811353631
933,11,8,25,12,12.0,2,2,4,14.2,2.0,6,14.0,1,942.0,0,2,9.0,8.522379718103538,6.839476438228843,3.258096538021482,2.5649493574615367,2.5649493574615367,6.849066282633458,2.302585092994046
489,16,192,2,2,-1.0,2,2,1,14.0,2.0,4,30.0,1,586.0,0,2,97.0,6.634633357861686,6.194405391104672,1.0986122886681098,1.0986122886681098,-inf,6.375024819828097,4.584967478670572
1013,1,29,10,10,-1.0,2,2,3,14.3,10.5,2,35.0,1,1075.0,0,2,62.0,8.482394685873542,6.921658184151129,2.3978952727983707,2.3978952727983707,-inf,6.98100574072173,4.143134726391533
711,1,160,11,5,-1.0,2,2,1,20.1,2.0,8,40.0,1,791.0,0,2,80.0,7.218176838403408,6.568077911411976,2.4849066497880004,1.791759469228055,-inf,6.674561391814426,4.394449154672439
1359,2,10,21,21,3.0,2,2,4,20.6,2.0,3,26.0,1,1463.0,0,2,104.0,9.094817280720644,7.215239978730097,3.091042453358316,3.091042453358316,1.3862943611198906,7.288927694521257,4.653960350157523
519,0,120,7,7,-1.0,2,2,1,-1.4,6.5,3,32.0,1,571.0,1,2,52.0,9.957075711706057,6.253828811575473,2.0794415416798357,2.0794415416798357,-inf,6.349138991379798,3.970291913552122
363,12,124,11,8,-1.0,2,2,3,16.6,2.0,3,0.0,1,399.0,0,2,36.0,7.780720886117918,5.8971538676367405,2.4849066497880004,2.1972245773362196,-inf,5.991464547107982,3.6109179126442243
665,1,121,18,7,-1.0,2,2,1,15.5,2.0,7,45.0,1,790.0,0,3,125.0,7.1731917424865985,6.501289670540389,2.9444389791664403,2.0794415416798357,-inf,6.673297967767654,4.836281906951478
1005,3,157,18,8,-1.0,2,2,3,0.9,2.0,8,80.0,1,1076.0,1,2,71.0,8.238008249218403,6.913737350659685,2.9444389791664403,2.1972245773362196,-inf,6.981934677156389,4.276666119016055
566,13,161,14,0,5.0,2,2,4,19.0,2.0,3,18.0,1,566.0,0,2,0.0,9.635934851379513,6.340359303727752,2.70805020110221,0.0,1.791759469228055,6.340359303727752,0.0
845,15,39,12,0,-1.0,2,2,4,20.8,2.0,4,22.0,1,909.0,0,4,64.0,8.132706489693264,6.740519359606223,2.5649493574615367,0.0,-inf,6.813444599510896,4.174387269895637
752,13,51,8,8,-1.0,2,2,1,23.2,2.0,4,40.0,1,752.0,0,4,0.0,7.390798521735676,6.6240652277998935,2.1972245773362196,2.1972245773362196,-inf,6.6240652277998935,0.0
740,1,123,26,20,7.0,1,1,1,22.5,2.0,3,31.0,1,800.0,0,4,60.0,7.650168700845001,6.608000625296087,3.295836866004329,3.044522437723423,2.0794415416798357,6.68586094706836,4.110873864173311
768,1,218,7,6,-1.0,2,2,3,14.3,6.5,4,55.0,1,814.0,0,4,46.0,7.998335395952982,6.645090969505644,2.0794415416798357,1.9459101490553132,-inf,6.703188113240863,3.8501476017100584
183,1,208,8,2,-1.0,2,2,4,17.5,2.0,3,11.0,1,258.0,0,4,75.0,6.796823718274855,5.214935757608986,2.1972245773362196,1.0986122886681098,-inf,5.556828061699537,4.330733340286331
273,11,173,10,2,-1.0,1,1,1,11.3,2.0,2,84.0,1,326.0,0,4,53.0,6.976348070447749,5.6131281063880705,2.3978952727983707,1.0986122886681098,-inf,5.7899601708972535,3.9889840465642745
323,2,180,4,4,5.0,2,2,1,19.7,2.0,4,53.0,1,414.0,0,4,91.0,7.336285660021297,5.780743515792329,1.6094379124341003,1.6094379124341003,1.791759469228055,6.028278520230698,4.5217885770490405
566,1,202,5,5,-1.0,2,2,4,20.3,6.5,2,26.0,1,666.0,0,4,100.0,8.910585718290132,6.340359303727752,1.791759469228055,1.791759469228055,-inf,6.502790045915623,4.61512051684126
1208,3,77,54,21,-1.0,1,1,0,13.1,2.0,8,22.0,1,1265.0,0,4,57.0,8.426830751335846,7.097548850614793,4.007333185232471,3.091042453358316,-inf,7.143617602704121,4.060443010546419
239,3,130,2,2,-1.0,2,2,2,12.8,2.0,5,75.7,1,289.0,0,4,50.0,8.15908865466791,5.480638923341991,1.0986122886681098,1.0986122886681098,-inf,5.66988092298052,3.9318256327243257
499,3,37,27,0,6.0,2,2,4,19.5,2.0,4,21.0,1,607.0,0,3,108.0,7.887959336599945,6.214608098422191,3.332204510175204,0.0,1.9459101490553132,6.410174881966167,4.6913478822291435
962,0,118,12,12,10.0,1,1,0,20.4,2.0,7,13.0,1,1157.0,0,3,195.0,11.064072573519077,6.870053411798126,2.5649493574615367,2.5649493574615367,2.3978952727983707,7.05444965813294,5.278114659230517
726,15,23,15,15,-1.0,2,2,3,18.6,6.5,4,30.0,1,807.0,0,4,81.0,9.156834104453042,6.588926477533519,2.772588722239781,2.772588722239781,-inf,6.694562058521095,4.406719247264253
1200,0,168,32,15,-1.0,2,2,1,21.8,2.0,3,8.0,1,1235.0,0,3,35.0,11.225856537839764,7.0909098220799835,3.4965075614664802,2.772588722239781,-inf,7.119635638017636,3.58351893845611
274,5,62,8,2,-1.0,2,2,3,20.0,2.0,5,27.0,1,332.0,0,3,58.0,6.447305862541213,5.616771097666572,2.1972245773362196,1.0986122886681098,-inf,5.808142489980444,4.07753744390572
362,1,17,9,3,-1.0,1,1,3,23.0,2.0,7,20.0,1,415.0,0,4,53.0,6.80903930604298,5.8944028342648505,2.302585092994046,1.3862943611198906,-inf,6.030685260261263,3.9889840465642745
