WRINV_NO,FIRE_TYPE_NM,SMTPR_LCLSF_NM,SMTPR_SCLSF_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,DOW_NM,FRSTN_NM,CNTR_NM,RCPT_DT,DSPT_DT,GRNDS_ARVL_DT,BGNN_POTFR_DT,PRFECT_POTFR_DT,CBK_DT,DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,SO_AREA,FIRE_INSRNC_OBLG_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM
221110211627549,임야,,,0,0,0,297,목,목포소방서,경동119안전센터,20221110143552,20221110143745,20221110144451,20221110152021,20221110160305,20221110160305,426,4694,전라남도,목포시,8,3,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,12.2,0~4 m/s,북서,50.0
221120170347237,임야,,,0,0,0,440,일,양평소방서,용문119안전센터,20221120123119,20221120123222,20221120124157,20221120132643,20221120134934,20221120142039,575,4057,경기도,양평군,15,5,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,국유림,,N,N,N,국유림,산아래,18.3,0~4 m/s,남동,51.0
221127212442187,임야,,,0,0,0,1229,일,울주소방서,언양119안전센터,20221127185812,20221127185943,20221127191747,20221127193048,20221127193233,20221127210448,1084,886,울산광역시,울주군,15,15,4.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,8.8,0~4 m/s,북서,51.0
221127135938512,임야,,,0,0,0,0,일,세종소방서,장군119안전센터,20221127120541,20221127120629,20221127121132,20221127123025,20221127125743,20221127132314,303,2771,세종특별자치시,,5,2,6.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,9.3,0~4 m/s,북동,42.0
221126031453814,임야,,,0,0,0,13939,금,강릉소방서,경포119안전센터,20221125234329,20221125234529,20221125235712,20221126012524,20221126020253,20221126025740,703,7541,강원특별자치도,강릉시,6,6,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,산아래,15.9,5~8 m/s,남서,46.0
221127172908489,임야,,,0,0,0,0,일,여수소방서,학동119안전센터,20221127124000,20221127124139,20221127124754,20221127165222,20221127165222,20221127165222,375,14668,전라남도,여수시,14,14,8.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,,,임야,산불,공유림,,N,N,N,공유림,산중턱,14.0,0~4 m/s,북동,41.6
221207193202138,임야,,,0,0,0,264,수,고흥소방서,고흥119안전센터,20221207160808,20221207160854,20221207161114,20221207161255,20221207164155,20221207171655,140,1841,전라남도,고흥군,11,11,1.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,10.7,0~4 m/s,북서,32.0
221202162859845,임야,,,0,0,0,0,금,수성소방서,범물119안전센터,20221202141229,20221202141318,20221202141625,20221202145157,20221202152648,20221202161000,187,4223,대구광역시,수성구,0,0,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,4.9,0~4 m/s,북서,31.0
221207012356722,임야,,,0,0,0,1210,화,함양소방서,함양119안전센터,20221206123514,20221206123554,20221206124941,20221206133115,20221206141715,20221206143807,827,5254,경상남도,함양군,14,14,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,공유림,,N,N,N,공유림,산아래,6.9,5~8 m/s,북서,37.0
221127082208772,임야,,,0,0,0,13,토,양주소방서,장흥119안전센터,20221126114540,20221126114723,20221126120651,20221126150052,20221126150052,20221126160611,1168,10441,경기도,양주시,19,9,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,,,임야,산불,국유림,,N,N,N,국유림,산중턱,8.2,0~4 m/s,남서,60.0
221127160015535,임야,,,0,0,0,0,일,평창소방서,진부119안전센터,20221127114408,20221127114522,20221127115142,20221127121315,20221127124818,20221127133612,380,3396,강원특별자치도,평창군,36,9,5.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,국유림,,N,N,N,국유림,산아래,5.7,0~4 m/s,동,25.0
221204135350271,임야,,,0,0,0,110,일,김천소방서,양금119안전센터,20221204123311,20221204123346,20221204124043,20221204125405,20221204131918,20221204131919,417,2315,경상북도,김천시,2,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,1.4,0~4 m/s,북동,34.0
221126091229835,임야,,,0,0,0,0,토,금정소방서,남산119안전센터,20221126082032,20221126082124,20221126082855,20221126084206,20221126084206,20221126090321,451,791,부산광역시,금정구,7,4,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,공유림,,N,N,N,공유림,산중턱,7.6,0~4 m/s,북,96.0
221127145736771,임야,,,0,0,0,39,일,울주소방서,언양119안전센터,20221127114355,20221127114429,20221127115012,20221127120005,20221127121005,20221127122505,343,1193,울산광역시,울주군,5,5,3.0,"폭발물, 폭죽","폭발물, 폭죽",부주의,폭죽놀이,"종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,0.0,NONE,NONE,0.0
221208215821071,임야,,,0,0,0,185,목,울주소방서,언양119안전센터,20221208190559,20221208190647,20221208191320,20221208193918,20221208194459,20221208203211,393,1899,울산광역시,울주군,17,17,8.0,기타(발화원인),기타(발화원인),부주의,기타(부주의),"종이,목재,건초등","기타(종이,목재,건초등)",,,,,임야,산불,공유림,,N,N,N,공유림,산아래,3.7,0~4 m/s,북동,47.0
221126113600556,임야,,,0,0,0,1,토,울주소방서,언양119안전센터,20221126090539,20221126090921,20221126091621,20221126091621,20221126092202,20221126092821,420,341,울산광역시,울주군,18,18,9.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,,,임야,산불,국유림,,N,N,N,국유림,산중턱,10.5,0~4 m/s,북서,76.0
221208204024576,임야,,,0,0,0,1,목,양천소방서,신월119안전센터,20221208195338,20221208195423,20221208195855,20221208200700,20221208200755,20221208201500,272,540,서울특별시,양천구,4,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,,,임야,산불,공유림,,N,N,N,공유림,산아래,6.0,0~4 m/s,북,45.0
221127080320832,임야,,,0,0,0,550,일,항만소방서,동삼119안전센터,20221127052509,20221127052639,20221127053548,20221127060555,20221127071226,20221127072026,549,5798,부산광역시,영도구,2,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",나무,,,,,임야,산불,국유림,,N,N,N,국유림,산아래,9.6,0~4 m/s,북,23.0
221214050407850,임야,,,0,0,0,110,수,울주소방서,언양119안전센터,20221214040227,20221214040553,20221214041505,20221214050101,20221214050101,20221214050101,552,2756,울산광역시,울주군,12,7,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",,,,,임야,산불,국유림,,N,N,N,국유림,산아래,-1.3,0~4 m/s,북서,57.0
221225125608487,임야,,,0,1,1,0,일,온산소방서,온산119안전센터,20221225105337,20221225105539,20221225110030,20221225111621,20221225112621,20221225122321,291,1551,울산광역시,울주군,4,4,0.0,미상(발화원인),미상(발화원인),부주의,쓰레기 소각,쓰레기류,쓰레기,,,,,임야,산불,사유림,,N,N,N,사유림,미상,7.3,0~4 m/s,북동,23.0
221202203651907,임야,전기,380/220V이상 상용전원,0,0,0,128,금,함양소방서,함양119안전센터,20221202134342,20221202134435,20221202135040,20221202140335,20221202144000,20221202171415,365,2960,경상남도,함양군,9,9,0.0,작동기기,작동기기,기계적 요인,"과열, 과부하",기타,기타,계절용 기기,열선,,,임야,산불,사유림,,N,N,N,사유림,산중턱,6.1,0~4 m/s,북동,26.0
221220184618292,임야,,,0,0,0,2805,화,성주소방서,선남119안전센터,20221220155123,20221220155202,20221220160444,20221220164140,20221220172811,20221220174643,762,5007,경상북도,성주군,12,8,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,4.1,0~4 m/s,북서,37.0
221215200632743,임야,,,0,0,0,126,목,해남소방서,땅끝119안전센터,20221215151041,20221215151154,20221215152115,20221215152115,20221215152115,20221215152115,561,0,전라남도,해남군,34,6,6.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,7.3,0~4 m/s,남,55.0
221215202950583,임야,,,0,0,0,2640,목,진주소방서,정촌119안전센터,20221215185116,20221215185151,20221215185657,20221215191234,20221215191749,20221215200230,306,1252,경상남도,진주시,3,3,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,,,임야,산불,국유림,,N,N,N,국유림,산아래,4.3,0~4 m/s,남,44.0
221208013414571,임야,전기,380/220V이상 상용전원,0,0,0,466,수,함양소방서,함양119안전센터,20221207215247,20221207215439,20221207220422,20221207223100,20221207235000,20221207235001,583,6338,경상남도,함양군,10,10,8.0,작동기기,작동기기,기계적 요인,기타(기계적요인),합성수지,기타(합성수지),계절용 기기,열선,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,3.8,0~4 m/s,북,67.0
221208223032449,임야,,,0,0,0,5720,목,양산소방서,물금119안전센터,20221208181741,20221208181826,20221208183407,20221208203800,20221208220201,20221208220201,941,12474,경상남도,양산시,18,18,6.0,미상(발화원인),미상(발화원인),부주의,쓰레기 소각,쓰레기류,쓰레기,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,7.2,0~4 m/s,서,46.0
221224190152747,임야,,,0,0,0,92,토,남해소방서,미조119안전센터,20221224151405,20221224151454,20221224152103,20221224155904,20221224162051,20221224173835,369,3588,경상남도,남해군,24,2,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,3.2,5~8 m/s,서,40.0
221226173325883,임야,,,0,0,0,1320,월,고성소방서,고성119안전센터,20221226141201,20221226141302,20221226141752,20221226145858,20221226151421,20221226163414,290,3389,경상남도,고성군,15,15,3.0,"불꽃, 불티","불꽃, 불티",부주의,"용접, 절단, 연마","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,평지,7.1,0~4 m/s,남,23.0
221224063500083,임야,기타,기타,0,0,0,55,토,금정소방서,남산119안전센터,20221224051426,20221224051706,20221224052302,20221224053152,20221224054334,20221224061332,356,1232,부산광역시,금정구,5,2,0.0,"불꽃, 불티","불꽃, 불티",부주의,"기기(전기, 기계 등) 사용.설치부주의","종이,목재,건초등","풀, 나뭇잎",계절용 기기,화목보일러,"종이,목재,건초등","풀, 나뭇잎",임야,산불,국유림,,N,N,N,국유림,산아래,-5.5,0~4 m/s,북,48.0
221230102600311,임야,,,0,0,0,550,금,경산소방서,중산119안전센터,20221230070858,20221230070952,20221230072230,20221230082421,20221230090525,20221230093031,758,6175,경상북도,경산시,16,11,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산정상,-3.6,0~4 m/s,남서,73.0
221230000020053,임야,,,0,0,0,11000,목,강서소방서,녹산119안전센터,20221229141941,20221229142016,20221229142959,20221229164951,20221230130956,20221230135022,583,81597,부산광역시,강서구,5,5,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등",나무,,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,5.8,0~4 m/s,서,40.0
221230054538841,임야,,,0,0,0,2805,금,울주소방서,언양119안전센터,20221230020055,20221230020239,20221230022121,20221230031010,20221230033205,20221230053000,1122,4244,울산광역시,울주군,19,19,9.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,,,임야,산불,공유림,,N,N,N,공유림,산중턱,-1.4,0~4 m/s,북,57.0
221229163830233,임야,,,0,0,0,110,목,영덕소방서,강구119안전센터,20221229145414,20221229145500,20221229150056,20221229152424,20221229155137,20221229161448,356,3041,경상북도,영덕군,5,3,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,4.0,5~8 m/s,북서,27.0
221128171856556,임야,,,0,1,1,550,월,중부소방서,부민119안전센터,20221128124227,20221128124346,20221128125239,20221128143839,20221128153147,20221128163624,533,9548,부산광역시,서구,4,5,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,공유림,,N,N,N,공유림,산중턱,16.1,5~8 m/s,남서,68.0
221205165938296,임야,,,0,0,0,1870,월,강릉소방서,유천119안전센터,20221205133247,20221205133405,20221205134028,20221205135456,20221205140829,20221205141241,383,1681,강원특별자치도,강릉시,21,5,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산정상,4.2,0~4 m/s,북동,30.0
221210140821959,임야,,,0,0,0,0,토,온산소방서,웅촌119안전센터,20221210105130,20221210105340,20221210111140,20221210111140,20221210111340,20221210113440,1080,120,울산광역시,울주군,17,5,0.0,"불꽃, 불티","불꽃, 불티",부주의,"용접, 절단, 연마","종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,평지,12.7,5~8 m/s,북동,34.0
221128161453075,임야,,,0,0,0,6160,금,완주소방서,고산119안전센터,20221125190037,20221125190436,20221125191551,20221126111000,20221128141500,20221128150000,675,68349,전북특별자치도,완주군,26,16,7.0,"불꽃, 불티","불꽃, 불티",기타,기타,"종이,목재,건초등","기타(종이,목재,건초등)",,,"종이,목재,건초등","기타(종이,목재,건초등)",임야,산불,사유림,,N,N,N,사유림,산정상,9.4,0~4 m/s,남동,59.0
221124170908630,임야,,,0,0,0,0,목,김해동부소방서,삼정119안전센터,20221124143105,20221124143153,20221124143450,20221124143833,20221124143938,20221124151140,177,288,경상남도,김해시,3,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",건초,,,,,임야,산불,공유림,,N,N,N,공유림,산아래,17.1,0~4 m/s,북서,32.0
221205000333232,임야,,,0,0,0,299,일,고성소방서,거진119안전센터,20221204205935,20221204210034,20221204211646,20221204222924,20221204224030,20221204233654,972,5024,강원특별자치도,고성군,14,6,14.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,-5.3,5~8 m/s,남서,42.0
221111100109221,임야,,,0,0,0,0,화,과천소방서,과천119안전센터,20221108172132,20221108172338,20221108173221,20221108203815,20221108204249,20221108212421,523,11428,경기도,과천시,7,4,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,,,임야,산불,국유림,,N,N,N,국유림,산중턱,12.6,0~4 m/s,북동,61.0
221129174420838,임야,,,0,0,0,8800,일,양평소방서,용문119안전센터,20221120201101,20221120201302,20221120203353,20221121172224,20221124180822,20221124180822,1251,77669,경기도,양평군,28,21,11.0,기타(발화원인),기타(발화원인),기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,국유림,,N,N,N,국유림,산중턱,0.0,NONE,NONE,0.0
221219130650687,임야,,,0,0,0,110,월,함양소방서,안의119안전센터,20221219094432,20221219094543,20221219095112,20221219101836,20221219104055,20221219104300,329,2983,경상남도,함양군,22,4,14.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,-4.6,0~4 m/s,북서,57.0
221201162319943,임야,,,0,0,0,1524,목,파주소방서,법원119안전센터,20221201143807,20221201144017,20221201144712,20221201151217,20221201151217,20221201173355,415,1505,경기도,파주시,14,5,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,-2.4,0~4 m/s,북서,37.0
221206161330483,임야,,,0,0,0,1980,화,장성소방서,장성119안전센터,20221206120326,20221206120451,20221206121017,20221206124026,20221206124826,20221206133526,326,2289,전라남도,장성군,9,9,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,7.2,0~4 m/s,남동,42.0
221205230255060,임야,,,0,0,0,990,월,남해소방서,삼동119안전센터,20221205185919,20221205190000,20221205191336,20221205201600,20221205205307,20221205210833,816,5971,경상남도,남해군,25,12,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치",쓰레기류,쓰레기,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,평지,2.9,0~4 m/s,서,40.0
221130172630364,임야,,,0,0,0,825,수,양평소방서,공흥119안전센터,20221130143923,20221130144007,20221130145210,20221130151126,20221130153804,20221130162324,723,2754,경기도,양평군,10,10,2.0,자연적 발화열,자연적 발화열,자연적인 요인,돋보기 효과,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,-1.7,0~4 m/s,서,28.0
221216145828971,임야,,,0,0,0,990,금,청도소방서,금천119안전센터,20221216114950,20221216115020,20221216115327,20221216131602,20221216132853,20221216135548,187,5726,경상북도,청도군,21,1,0.0,"불꽃, 불티","불꽃, 불티",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,1.3,0~4 m/s,동,23.6
221213152121717,임야,,,0,0,0,0,화,강북소방서,무태119안전센터,20221213131409,20221213131542,20221213132159,20221213132942,20221213134124,20221213135108,377,1165,대구광역시,북구,10,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,국유림,,N,N,N,국유림,산아래,8.0,5~8 m/s,서,56.0
221206234605204,임야,,,0,0,0,315,화,해남소방서,해남119안전센터,20221206135620,20221206135704,20221206141425,20221206141425,20221206141425,20221206141425,1041,0,전라남도,해남군,17,11,11.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등",건초,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,10.3,5~8 m/s,북서,41.0
221231224137446,임야,,,0,0,0,225,토,보성소방서,보성119안전센터,20221231182825,20221231183030,20221231184100,20221231195400,20221231201900,20221231213000,630,5880,전라남도,보성군,29,18,6.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,3.1,0~4 m/s,북서,57.0
221210091454061,임야,,,0,0,0,0,토,금정소방서,남산119안전센터,20221210075305,20221210075434,20221210075745,20221210080758,20221210080858,20221210084525,191,673,부산광역시,금정구,3,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","기타(종이,목재,건초등)",,,,,임야,산불,공유림,,N,N,N,공유림,산아래,-0.7,0~4 m/s,북동,93.0
221228164005952,임야,,,0,0,0,2035,수,북부소방서,농소119안전센터,20221228121024,20221228121105,20221228121720,20221228133720,20221228145430,20221228145430,375,9430,울산광역시,북구,12,7,0.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기",기타,기타,,,,,임야,산불,국유림,,N,N,N,국유림,산아래,7.3,5~8 m/s,북,36.0
221228153358213,임야,,,0,0,0,91,수,거제소방서,연초119안전센터,20221228133938,20221228134016,20221228135016,20221228135016,20221228135016,20221228135016,600,0,경상남도,거제시,18,10,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,국유림,,N,N,N,국유림,산아래,6.4,0~4 m/s,서,48.0
221231154830414,임야,,,0,0,0,0,토,강서소방서,녹산119안전센터,20221231132325,20221231132325,20221231134105,20221231135549,20221231140334,20221231144848,1060,1349,부산광역시,강서구,5,5,0.0,"불꽃, 불티","불꽃, 불티",기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산중턱,5.7,NONE,서,40.0
221214134059877,임야,,,0,0,0,15580,수,삼척소방서,근덕119안전센터,20221214044915,20221214045013,20221214050101,20221214083000,20221214090500,20221214115655,648,14639,강원특별자치도,삼척시,16,6,0.0,"불꽃, 불티","불꽃, 불티",미상,미상,"종이,목재,건초등",건초,,,"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,산정상,-4.7,5~8 m/s,북서,7.0
230101181128988,임야,,,0,0,0,12669,일,예천소방서,지보119안전센터,20230101135751,20230101135834,20230101140907,20230101150423,20230101152319,20230101164319,633,4452,경상북도,예천군,19,0,6.0,미상(발화원인),미상(발화원인),부주의,쓰레기 소각,쓰레기류,쓰레기,,,,,임야,산불,사유림,,N,N,N,사유림,산아래,7.5,0~4 m/s,서,20.0
230109153252902,임야,,,0,0,0,12,월,강릉소방서,유천119안전센터,20230109133752,20230109133842,20230109134429,20230109140500,20230109141300,20230109150040,347,1711,강원특별자치도,강릉시,3,3,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,10.2,5~8 m/s,북동,51.0
230110225943080,임야,,,0,0,0,1100,화,고성소방서,고성119안전센터,20230110134003,20230110134045,20230110140056,20230110142929,20230110153136,20230110160323,1211,5440,경상남도,고성군,10,10,13.0,"불꽃, 불티","불꽃, 불티",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,11.1,0~4 m/s,남동,49.0
230108094713889,임야,,,0,0,0,1100,일,강서소방서,녹산119안전센터,20230108043529,20230108043630,20230108045404,20230108075344,20230108103804,20230108105004,1054,20640,부산광역시,강서구,5,5,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,,,임야,산불,사유림,,N,N,N,사유림,산정상,3.5,5~8 m/s,북동,56.0
230112195428893,임야,,,0,0,0,67,목,안양소방서,석수119안전센터,20230112171446,20230112171534,20230112172613,20230112182639,20230112182639,20230112191432,639,3626,경기도,안양시 만안구,8,3,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,기타,기타,,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,11.5,0~4 m/s,북서,32.0
230111185458584,임야,,,0,0,0,0,수,삼척소방서,봉황119안전센터,20230111114549,20230111114649,20230111120216,20230111123555,20230111133000,20230111152347,927,5264,강원특별자치도,삼척시,11,11,1.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산정상,15.1,0~4 m/s,남서,11.0
230112172903130,임야,,,0,0,0,14709,목,구미소방서,선산119안전센터,20230112133653,20230112133752,20230112135707,20230112172505,20230112172505,20230112172505,1155,12478,경상북도,구미시,32,10,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,국유림,,N,N,N,국유림,산중턱,10.3,0~4 m/s,남동,26.0
230112171929516,임야,,,0,0,0,13200,목,함평소방서,함평119안전센터,20230112135639,20230112135738,20230112140637,20230112151523,20230112163023,20230112164023,539,8626,전라남도,함평군,9,9,6.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등",나무,임야,산불,사유림,,N,N,N,사유림,산아래,15.9,0~4 m/s,남동,54.0
230102173249674,임야,,,0,0,0,308,월,중부소방서,중앙119안전센터,20230102113336,20230102113527,20230102115304,20230102142028,20230102144749,20230102171400,1057,10485,인천광역시,옹진군,0,0,2.0,"불꽃, 불티","불꽃, 불티",부주의,"용접, 절단, 연마","종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산아래,-2.2,0~4 m/s,북동,41.0
230102193545642,임야,,,0,0,0,12,월,예천소방서,예천119안전센터,20230102143056,20230102143147,20230102144705,20230102145809,20230102151053,20230102160734,918,1428,경상북도,예천군,17,17,0.0,"불꽃, 불티","불꽃, 불티",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,"종이,목재,건초등","풀, 나뭇잎",임야,산불,사유림,,N,N,N,사유림,산중턱,3.0,0~4 m/s,동,19.0
230105083855207,임야,,,0,0,0,0,목,문경소방서,점촌119안전센터,20230105043726,20230105043843,20230105045058,20230105050200,20230105051532,20230105063001,735,1474,경상북도,문경시,8,5,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,기타(부주의),"종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,N,N,N,사유림,산아래,-6.5,0~4 m/s,북서,69.0
230109205821171,임야,,,0,0,0,825,월,광산소방서,하남119안전센터,20230109180158,20230109180335,20230109181954,20230109184120,20230109190206,20230109194019,979,2532,광주광역시,광산구,18,18,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,,,"종이,목재,건초등",건초,임야,산불,사유림,,N,N,N,사유림,산아래,4.4,0~4 m/s,동,70.0
